id,cmd_i,derivation_chain
zRAn69AocpkmxXZnW,0,['dpPrv6DunuKKezzmg']
zRAn69AocpkmxXZnW,12,['u27T9LE6M4AnnPyv2']
zRAn69AocpkmxXZnW,0,"['Fjz5PSnzpXQdeQ6MQ', '6snYhSRot4cDhw8bf', 'Mgfu6kXybLiToedpR', 'PpJ7axbzM4HEAo2Dx']"
zRAn69AocpkmxXZnW,1,"['eMbyi8WTNCBJuTAAH', 'waNcSLurop3jAKwbo']"
zRAn69AocpkmxXZnW,2,"['Pz8XENZxEcuxfFAyP', 'JRfeqWf68ZQzsG3tZ', 'qnMnrLDq3LM7dc6Dd']"
zRAn69AocpkmxXZnW,3,"['KqKCW38P2uKmv3ckA', 'iq9WRRQu95u6Ka9SH', '6EMfWYPfsw5AwFdj4']"
zRAn69AocpkmxXZnW,4,"['NwtHpTmAAuXrMPLkW', 'GayMWWz7M6P9rckrT', 'zwAhh5ngKBdGnS4GA', 'XEnoywqhsiXMtmWr5', '588AeQ4XQabFozG88', 'pP7KSRuZLtYkCfiAr', 'k9QsgrRaCjGLyKJwK', 'x6FvfjHtk9byCMdyz']"
zRAn69AocpkmxXZnW,5,"['CM7LBz5iWGSuxqbET', '9hGCdfprsysZPAmNY', 'qSFBGxCRD6SvmpHnA', '7oHPndphvBWZEZ9X5', '9FExXDTwDtpc9a6SY', 'hMMqGD5gRhMxp4YvM']"
zRAn69AocpkmxXZnW,6,"['AokDqH4Rwdmnrs9rq', 'r4ESJa6RENCqLzwvY', 'KZpBJFvsqvcRcBTGa']"
zRAn69AocpkmxXZnW,7,"['Hyj5EGxaEkaAr9RAd', 'acedvBCsAvSBgzcxq', 'JNraTPkAtvxb2nDn2', 'zh2dPsYYcHECfwoAg', 'XYzmx5fAQumTTkzSN', 'Ap69HxDpQfXpEu8jK', 'oinwPePP8ExdrcPiL', '8a5cQARXvsv8SZSTa', 'tQSjjysGJzoZPWYtH', 'JvCotHLZhRL5i8cAs', 'pW38N4qxyqSHsCkeS', 'Tt67q86cth2azLS8n', 'RksEWRxixABCNGfhv', '3J5ia2EDgKBjaDE2F', 'AYQfBWQt7spLhTX7H', '9GCoZQJg9nMf9ihuH']"
zRAn69AocpkmxXZnW,0,"['vjuNercXusQHKx4HD', 'fCyTnp7zStautJQgi', 'JCxzaeeCFAWQsGYZk', 'hMeKFqxqHWbwpuGqu', 'R9s5aq8k2i7bvJMsF']"
zRAn69AocpkmxXZnW,1,['yQTrHHY8Sash6jgRS']
zRAn69AocpkmxXZnW,2,"['ZrrnAERqmyPYg3q27', '52p3P2qj42cSyidNb', 'MvwZ2tqGG4bDmq39B']"
zRAn69AocpkmxXZnW,3,"['v2pqbzuqwgESvhkvg', '5mGSEW6EWn22R6XTy', 'v7NHvpNwPKFdSXWbR', 'GH2hkr6WZEFSSM8BL', '9WDt8KkAXKeKbrhgP', 'dnrvipWa3bNp2vGvp', 'SBmgRnrXKRL8ifZWR', '49xvpin5SycZEqS7J', 'Kh7CZiYuQjiSKN4pA', 'Dbt9xZk3Ry9sSmF54', 'Ne2zR2C7Prtn9PaE9', 'Bj4RgXRHgwpGfopKQ', 'oc6BZNZdpeXt8Qy4p']"
zRAn69AocpkmxXZnW,4,"['t6kKRoWu7WjZuHgDN', '3kx9mc74HDzKPk4Mt', 'gs9j2pnKmRmyu8mRP', 'wC7TEzc6EojNuc879', 'vFxaPP2FYxhGhHpin', 'CeY4woNmbXMhzda6g', '9RmKibpukmDcvyoKA', 'FYpt8totLrT6CEpAC']"
zRAn69AocpkmxXZnW,5,"['iR29RyhMiEmwBQwE9', 'aDzHJouYWHd6ueBf2', '7TcG76E7DCRQuj7wc']"
zRAn69AocpkmxXZnW,6,"['u8zuNomjojihqRAwE', 'CXRxGh6sF82ikgs8s', 'McgBx3s6FGQNen98X', 'gbq58TQHJwSubFF8N', 'E3Y2qRuKcwuWpKgbj', 'v9wT243pscxDNom5q', '7mbdJ3ijpkFFXwqz2', 'e9WafZprNF6xJ7CPp']"
zRAn69AocpkmxXZnW,0,['3fanNZe3m2ZSZhP75']
zRAn69AocpkmxXZnW,0,['ttLsxZjPfBAuHfK8D']
zRAn69AocpkmxXZnW,0,['CCpvTSr7H9H8ccRyd']
zRAn69AocpkmxXZnW,0,['XGsDaXkiyKsNzXwku']
zRAn69AocpkmxXZnW,0,['Dbzo5XokP4QXCgNBY']
zRAn69AocpkmxXZnW,0,"['qN28PWkg5cACivJKX', 'aQzwoTWQkNAkgSegC']"
zRAn69AocpkmxXZnW,0,['46CbhAMANKHTJteSg']
zRAn69AocpkmxXZnW,10,['KTqPB2QMFf8FwXnaF']
zRAn69AocpkmxXZnW,11,['ywL3wDcLrgyZTSqw2']
zRAn69AocpkmxXZnW,12,['L8nKWc6g2jYJvxrFi']
zRAn69AocpkmxXZnW,0,['vc94md3uWaPB4LiJS']
zRAn69AocpkmxXZnW,3,['EwF4YyzSy5fvvzcim']
zRAn69AocpkmxXZnW,0,['gbSc5g5eMTg6WoktS']
zRAn69AocpkmxXZnW,0,"['sxCdMpJ2DPninwaFG', 'W7u7WFP2uTfc7oNe4', 'G7BAHGZwKCWMijBgf']"
zRAn69AocpkmxXZnW,1,"['8f5WPPb8RF56JMzyD', 'HZWafSZebovvqG9r3']"
zRAn69AocpkmxXZnW,3,"['NTF48E4NxmMXY2C9u', 'GrHQTfkR6ZJguss2x', '3FvRnHzSsm6KeK4Jn', 'QfgvZL4qDCrW9Q4hG', 'bJmpvD4zoHiASSMjv', 'KaZbracbxG5T6NcEh']"
zRAn69AocpkmxXZnW,2,"['EnkwobbkNF76G4juQ', 'qsyR8dujWq7oe4oeh', 'xpeEJx8t45sGzYQDy', 'DXBm6fbR5bH9GgGeZ']"
zRAn69AocpkmxXZnW,4,"['fivXdDr4iyHNDp34v', '6qqkGeynZLvKdDwr6', 'TygzGNvEeD3Nx3jKs']"
zRAn69AocpkmxXZnW,5,"['MdiB4zzqfg3bgdEo6', 'h3c92HFa2C4JnLkE8']"
zRAn69AocpkmxXZnW,6,['wdJPqmyrMy7SNo6QK']
zRAn69AocpkmxXZnW,7,['het6Smk4XWcAat2YJ']
zRAn69AocpkmxXZnW,8,"['oGsuMd5cJvhBBrHzf', '9roqyGeKKh8mt8wZm']"
zRAn69AocpkmxXZnW,9,"['Z2JX6iykDGMFTt8fb', 'K6vx2MJb8eBTPXwxD', 'bWPqfqecFx6m9X8kv', 'K54HAdiraD4SRuZAZ', 'mC4mHHsmAStsmSeJe', 'ToZ8erM4JvGWjCKm3']"
zRAn69AocpkmxXZnW,10,"['FGoC4ZEFE4JZLkPfL', 'Jz3scwZtwy6YddzeY', 'kzxuExByqSE6WgKJo', 'praQJdvmN8h9S5k2o', 'FgpAvXjZrPuXjpP4L', 'EEBdDpZt8L9Zp24fk', 'GqoSNFoLPbyGStLBw', 'PkQ9WovwBkXvGfhmn', 'mkG954nCcR2DPRahG', 'qRYG5iJyR59cm5LrJ', 'TY4piuAfdpfAamYSN', 'BtfCQk4LjWtSn6zYd', 'L8QaBqgad4bcpnZ8a', 'NEhsfwtuX9XjtZXC4', 'dW5bRciDMn3LzCytD', '5G3e7mK2nLwruyKyf', '7TSfhjiArEf4mCZFR', '522EGCccgyoDqYgYn', '9hvE3yeyweq8jnAxT', 'iM4st4QrK64Bs6EZA', '9xeZyDSSovAgGHeTz', 'ApKL8M5gaov4SG3pM']"
zRAn69AocpkmxXZnW,11,"['RZrD7Bx8KrQXe9heD', 'uktDjLjBfkXtsDdSM', 'QCYqxGxxH2FbKXC9k', 'TncySteo3J6oHZ4y5', 'k3atavEDPq52XLMeX', '4rSgyL2R3JXm4AoCr', 'hgxPkBzGSBdvuBSkn', 'FiR6q6cm34Po7Mj9G']"
zRAn69AocpkmxXZnW,12,"['nPps5EaR6n8svCRsS', 'fxgQFvKBZoaETZdjv', '8Btd5u6Z4gjWKbxJ3', 'zQ2u2hQjEJ7LZLCxF', 'Q43CHRfYZNCFCf9hJ', 'MvBdeRgGBg5TW8mtv']"
zRAn69AocpkmxXZnW,13,"['vSKhAGvQoMRAyHDNG', 'HRiKqa7hQxkx4bY6c', '7QqnRsuEwCSfJTFWh', 'fdXPcBySs9LrsFYqn', 'mqeKnGHjvgChQjw3E']"
zRAn69AocpkmxXZnW,14,"['FbEJtCmKfbc5Zvwgz', 'LiSmhbczPFF2AtoSD', 'r8jRw44dCyEZGaBGi', '95NLhAGYccxojea2w', 'XyEN9BfPrE3LFmC8r', 'A3SnD297KqZRhX227', '5gsTGAhaCnX46YTZ9', 'xcYc7YfJPSRWSZHqD', 'Ay3oDr7Z79cDkYC3w', 'XweLaqs5ucpqsTAQH', 'BoPmC2CMk9RpqxqC8', 'GsotnYJqYdHoxaHtw', 'c34o8nCwGBEJc5fbi', 'dT8eYbdfJ8hkyR2tN', 'D57GSPWN5PLrerAcJ', '4Lsb89xvsjrKgEgfL', 'MCLcQXJe2pQAmtxkk', 'kwhxMW4XYo5pFtrMi', 'Nv3FSGunXwrHQfwBv', 'nwA5FRNH59nwSCuTT', 'Am3mhYBwq8kPvKRfS', 'ukr8XfaNjMN5AaStT', 'TfdKMzLh2DKZbdftr', 'kxa5W4fR5zWCBw7Ch', 'qBhchjYEtGayg3RmE', 'PB7ecbP3rnBTK3a7D', 'vCqT93df32uzCKt8E', '4TzzYCZS3MYMqrqp9', 'tXH9nt95eex9NQg9Y', 'FoS7bgLiGMvAtjfwD', '6Nz62xeyt5itYFaPB', 'PzJxLZp9PJbcLFrjo', 'MTu4jfyH3qCDwgZcB', 'kMcYcz3PTtX7Kne2b', 'GckdH5d7Bnr4RDKhL', '5fkcTCfrSpnZvupYM', 'vrxFgHPkke8EHXsKg', 'N745BSk39PurqhHZC', '4ajzjdtAwLJQFRmPc', '23FJ9dcjBfW5S7Wbz', 'RLSiLd4Y5gLh98kox', 'ZsNWhoR8gR9DaT3nb', 'Gu3MMLpNiJpHpn2R2', 'XNERFyoSDRvhds7Yq', 'A2mPyXn8XNMLEDSjp', 'ghAubBtQKstjiSRTS', 'aAbPKscnvgkjbgtBa', '6PBHsfGMiobdZ7ThG', 'oBTgKY6zENm3KFzyL', 'zyLbnJFDs3SXLGRaj', 'DzFJDRCjisWPDj8qu', 'Dw8xCLoX6HyQjHPSL', '6BztMe5wEZt3zLAsj', 'zNdXDwGpr3Laq7mKn', 'BqcttgBfG8jdzsq3G', 'CEqTQRqtQpcMtJinq', 'AbRPNPfRPDaGhi28d', 'WtvWRzCrixKJXSoSH', 'gmj3SibFEzTay9D5o', 'cgcah7aNPG4Soy8BF', 'bTLyj5BnhPBTj9uYS', 'rNCD8h6C5H46o83c4', 'brzpa6S4qvyuCCW83', '7CiSC4snGrzM3tiXH', '7kwHe5mqDidedR7XZ', 'zhoq94baTLMn9bd25', 'jS62RvXLksNYZr9Wn', 'RkSD6tF955SxCRqRF', 'HsuJLj7GBYdx8y29W', 'qSb2CcX72eztBjb7h', 'SDjKrZkCfQ4K5hBWb', 'DLgtwfRHng9vZ5CTy', 'zr3sDd4KhgofroYF6', 'qktnBFgGYi9eT3miE', '6af5SYHbBQcXvYnAJ', 'ifAfEyZ2GHuvDKtaY', 'r5XCjf4rthSaiGS4G', 'vgdM6NJ79EB9yhhEu', 'PYjZdMGtaHWaHzBQw', 'cGn7h79XwDDNtAn6p', 'dkDyuhkxhNhXKzr4g', 'jWgeQZcNAuM5rDfRT', 'yAmqNfwT9vFunDRpR', 'LpzgY5CRniAACmahH', '6cYRo7sd89Ea68FAC', 'eP7QARiBcWDCS8zFk', 'pdNffMA2vybFHFfzH', 'FmZPRQsKibHKSq9Kp', 'tTEtxdkGEAj869B7J', '95rpmhek9SQCB9qsT', '64mxqajCiWsxWtMT2', '95NuNp5m6hogo73uF', 'qnwrPzPeLFqLX9Mjz', 'LmwdS8ZpzgTQesfRe', 'tC26PbFgw2q9XAHrf', 'SMSsoYYZ8KoaiEHy7']"
zRAn69AocpkmxXZnW,5,['i3wKv5sZytRDyqTN8']
zRAn69AocpkmxXZnW,9,"['rzYauwR5uZcLRy6jJ', 'msC2FWsZGxXJmb9oA', 'ik7xQbRYbqZsKcwXx']"
zRAn69AocpkmxXZnW,10,"['qLzXy5agkWWrXwkGR', 'rxLFRMm9btJn6i2k6', 'x4Ma3Qiseu67a7NNh', 'X36cofu3QGt3ugkXn', 'HyqqotoHA2r8GqzLL', 'Rm8c5eXbzPAgvGpDe', 'pamiYDSDG2FpCSGEH', 'BnshqNmwXFSKMDaFd', 'Lbcz4sBRkpBtnYzLs', 'hMb2mxNbxN2NsPp6m', 'BYGJ2syRqQqmByEkw', '2qnMwcWp7Sz83x8hT']"
zRAn69AocpkmxXZnW,12,"['GjxczyzXeMdArsC84', 'K4gzJnGAqERoW2JjB', '5ePaESkfLtM8Sx2v3']"
zRAn69AocpkmxXZnW,11,['db3bzWYbvdJDw38q7']
zRAn69AocpkmxXZnW,0,['32LJP37nbdTfKg6vM']
zRAn69AocpkmxXZnW,1,['5LxMngvhwKEktyRKQ']
zRAn69AocpkmxXZnW,2,"['TX5nQK9y3xB9h6MPF', 'GTnYgWjf34geqTHAx']"
zRAn69AocpkmxXZnW,3,['2RXwSN2ETcakrukwi']
zRAn69AocpkmxXZnW,4,"['fR2XZ38oF4m7iEkje', 'bZHCytLm42C2rvzZQ', 'w3wfgaZEME7exmuoi', 'xzNdEoxykA7hcLS8x', 'KCEg4CoZH8MxoQCbt', 'H7gw2LyfnP9nSFzrG', '34kHaeGqseiuW4tbk', 'MhBtoLPEkp8KFrgW3', 'R2x5S6YvTPn2uZwP2', '9twrdegg3wThToLct', 'EhMF7E8FgXeHqQv5d', 'e7x6i63J4pdQFnTZt', 'G5yB5CNw4YrDYiBsW', 'zmxXZhy5S6zZSdi2E', 'cWMayRmHA7ewhJpr9', 'zDWzN9YGHCYkm8wux', 'crcCagNsg9Hw8y6ww']"
zRAn69AocpkmxXZnW,1,['RjFxBHuM46eN792un']
zRAn69AocpkmxXZnW,0,['W8kWChgQHW9jRJp5p']
zRAn69AocpkmxXZnW,9,"['aAAgrEL36mGBzZqAy', 'zAaeLa37LyswTkh87', 'qv2zaHxeB3v9N4wve', 'mKZiNxcqFjvrPpASZ', 'RWDRJknZsHPmot4Ke']"
zRAn69AocpkmxXZnW,10,"['4yxjzBnJzSBHkwWi7', 'DX6frC8BmqmrSgZaf', '8XM5kaAFC2tf9qrwz', 'wuQdkr7qbJTFR4jp8', 'dC7kzTtGTN4cLn5tk', 'E2ZJewxQp63uRdy6r', 'n9gagY492EHPzpHiR', 'qmgEFH8smqgS5G6S6']"
zRAn69AocpkmxXZnW,11,"['ebGtkCj3tiJTu74Wa', '9e2zaSgkMWDxNGSRj', 'WFGoxbHyB3Xm24Afx', 'Cr6BA8BTeEgocoxoR', 'bmKXkkkBu3AxeXYyB', 'wPoj32mrchD2TaYkW', 'ueu5EreLfGysrDzmW']"
zRAn69AocpkmxXZnW,0,"['wifiMQWvaW6rJBwkQ', 'r9Tdkd9os6uH93F9L', 'mceMJibq65WfQ93yc', 'uXFcpy72hAuWmyf9Z', '6oZ8YYWk4Ajde4z38', 'PmpNkaukbX9K4qmXn', '3SRFSKk8rWbZeuhvW', 'FsnSmPtW83Njc899R', 'YnpfnmX5bPgFRAR5q']"
zRAn69AocpkmxXZnW,0,['ADGdfzAFiC3xca2Lg']
zRAn69AocpkmxXZnW,1,['5RaiojggBonFjXgBL']
zRAn69AocpkmxXZnW,2,['mWfPYDQWduQcffSiq']
zRAn69AocpkmxXZnW,3,"['TfgHXTQtHJqemwKSF', 'pGTxvSDguGpvT7Mxw', 'q8wDShMZb6Cytqq7T', '8uHnDptk23xCHP6Sw']"
zRAn69AocpkmxXZnW,4,"['h7rty5avAK9BALD2Z', 'a6wN9nM7bJiaTriWR', '3T7urcrgp6ZLA9kGk']"
zRAn69AocpkmxXZnW,5,"['E8LdzLRtgPHAwC2Fv', 'oeJtE7RCGiFWGwtCP', 'NGq6NWpBuxhrbqZNB', 'gP955NN7S43Ce5Wsb', 'QzqPXSrLgva7hT3zd', 'vMCsJn5jSTPDw3NAd', 'A9rJimFmqKhz8zK8g', 'hnHdLMQBfsGpwx7bm', 'jb4BsETR3aXDpdbkx']"
zRAn69AocpkmxXZnW,6,"['DR3fbwkAkCnNRfer8', 'agfnQm6qWoeFyq6ss', 'MXgFKKwYezeyBhRhw', 'ky6oChxW9QPLZBu5X', 'Wr5BM2tro9qtYgmkH', 'uCsimvgxaDDTa8cJ3', 'ntdga9CFohr8WCj5a', 'n4GTv7PJs7jx8PdaB']"
zRAn69AocpkmxXZnW,7,"['4xmu887dngfZqpmHt', 'AcK5EgYYouWKytG4D', 'dScgrpJyDcvgTTk6x', 'SBtXidYhbmaXysLem', 'RnaN7W6FJe8Tb4qmf', 'r5GDgbNuvtvuEjW3T', '9rGALWvJh6gP6FbFh', 'evAP6Z4Dq7YvdM4Qs', '86mxDrX6Mxh94R8YC', 'fGDYp7gGWDYyh5c8N', '48Pie4EdyJAwqj5gT', 'vQKNHoHahNvGbLLGs', 'JbXLwqEDf9rN9gEj4', 'sYGrGTvp9kFW2FzJ7']"
zRAn69AocpkmxXZnW,8,"['tKXQ3mSq3QE42hWnt', '3aANzhCtE8EpAWcEW', 'JqPmcLonGAZTqu43r', 'w3BdmpTsCYbRXyWx9']"
zRAn69AocpkmxXZnW,9,['PFi4dvKRRFAQaADJz']
zRAn69AocpkmxXZnW,12,"['2JKx2kqY44v2hex3w', '9aaKrJfoxkZDNBWFE', 'hZETk564CJFLn6TnE', 'L5rNjwWhguWHCPg7G', 'f38pWf2amSrgZEkya', 'sbWdzsouvykC7wRAX', 'ipXGNq5JFPGAfH2mv', 'K3oGzRNqpjJR8nZjA', 'Q32ahmqcz8FxsNtwf']"
zRAn69AocpkmxXZnW,11,"['Xzfw83vGtnhyZ5nYr', 'Cy8kHjD2WLyc6B2Gp', 'cwtaMG8B7wTEMpfqX', 'tNuAhyMYZJJM2ty5B', 'ADDhRDtYWeMsRa79j', 'Hrr9ovMjfHMRkd9n3', 'YaJXFuKZmK96YKxCS', 'CDBbdqakryNAt2Xyo']"
zRAn69AocpkmxXZnW,10,"['Zk9aKABa7gYXJefan', 'NfCE47df3ncjzTaeY', 'umRpAjyDMTqiNwFzE', 'yrFRpk6xvkrQATtfa']"
zRAn69AocpkmxXZnW,0,['Gm9zQmxPZfz888mKS']
zRAn69AocpkmxXZnW,10,"['kFCaiPssWP4Z49bZM', 'xHfpFrnQeqn7bDvJb', 'gNmhNHtPfu2B4yemq', 'wqJex59KxLvFPgK3N', 'JcCKQyfarkS5hL6Ca', '8TBzMyjn4JCGfxAMm', 'qsK5HkfwnWAhiEdAM', '65ZP3sjE8SPJ7iMLZ', '7XFvYbh3jyoTq555H', 'AEdGkFWzjJt6ETrKM', 'iqTArNLBKcqJjJsRo', 'kxk55SRAmftkbxvhP', 'uTgLyDhzy2P5XjPeL', 'tdKcQqKGsEEFEJnWn', 'NcSAGrm4kFpX5Asec', 'orakyk5etC3KfWizv', 'i7Bruk9buRWYEsyFE', 'bLQKDyenxsaj23hB9', 'TRjvu6MTcRqk4tWdW', 'oRxHM69M9F7RGtyWP', 'opASrMph5Hr9ARvZ7', 'mGTXz6XoTeL88C4Bd', 'FAptmpsfCdKjYvEkT', 'HCKhwJCnyub7WgwKS', 'TJXPvBgM5AHwvorzS', 'oSZcMTZCvhtF43pZ3', 'sXCJ72CFWJ5KJWLQ2', 'uHKCTvBAtHDXx2GMr', 'FEdAHNkb25kvSbSJG', '3q38PMXtGCryQaWoe', 'MrWtWGtqmNTPQGTqT', 'NxgjGCeAQkRWDhQNx', 'PwHwuZzsqRx2F5Fen', 'GRP85rwsHuKm8zhkx']"
zRAn69AocpkmxXZnW,11,['augDymRJBdQt2AL2n']
zRAn69AocpkmxXZnW,12,"['CbhZNjLYm8GD4rbYw', 'ZBWL3TYW4NQTGhrjy', 'jmFwWFaaNpeye2iHE', 'QzWiXZnsf6qWBwo3h', 'stwxRQf9JRuwk3NAH', 'zpCjfEgkdn6vfWDjP', 'qEHTFm3mCb57gm5yG']"
zRAn69AocpkmxXZnW,13,"['ouQMe6JvckE7gZcJv', 'D3n2EfPhBboewRm7z', 'PyFDCysfuWxWv7tKX', 'GjdaypKExfP7GvZmz', 'n49Cd3yaw7NP96siQ', '5vxnphzJT969Fhwn8', 'LvYdJLfvTfq83kW6P', 'JNpT2QgLrZRBwEyaE', 'KmHJXYSZtzWcHQxjn', 'fgykmXMQoagxFZRo8', 'kiWYMAWQnuXFWMPeN', 'ZNBSe8tc4BAWNRF8Q', 'fr6ekT5irfeewZrdM']"
zRAn69AocpkmxXZnW,0,['WToz2H7Gg2CGv4RnL']
zRAn69AocpkmxXZnW,1,['CC7mHtXzy6FzrWng8']
zRAn69AocpkmxXZnW,2,"['LigKndo9HCTA6EdBJ', '82bvz7wuAW6yzTqLB', 'XM3eBJFyuqAG3A8hE', 'Z4Y7Ewz5BRNgFSFnE']"
zRAn69AocpkmxXZnW,3,"['GztMKhP7yFhdQuMN6', 'HLnbyiP38ATkD9pFN', 'eg754gy7w837XCh9k', 'YZmkJFSk5o8sfNw3o', 'BkEBEp8D5JT4MESTJ', 'uczJhAkcrviWqfyz4', 'PFqTz9tbn4bDD9vwC', 'x8eZsKrwvXwXjd99N']"
zRAn69AocpkmxXZnW,4,"['jCqDL4evvEyCEDjs7', 'Hs2m9XStdHRKboNWQ', 'uP4rXobqHxvDS2yXk', 'DhFhC2wkigprm7PCk', '2XhdYgQf7M6uggB7E', '5MwA5NJNsA28ebfPp', 'ZqeG6i8n2mXaonRur', 'fyC36XxZsbedMHEHY', 'pqJMpR33j6N6vEYf5', '4cudbwLEKLCu79cQG']"
zRAn69AocpkmxXZnW,8,['7qh4wB9maFrrjcA3a']
zRAn69AocpkmxXZnW,9,['gdJRhqbkqSpzmmaCz']
ATBW7c78wojabMh6r,14,"['RA8FrA3FjTRXTHjsb', 'shpZ522EZs9pomD46', 'GmxqkwFPCCDTYHnYC', '9giqhu7NiNNGWsysD', 'jR7H6X4nQ4qGuMNqf']"
zRAn69AocpkmxXZnW,0,['wjnQJquxczhzZhzTs']
zRAn69AocpkmxXZnW,1,['ycpQwk8mpx6hSzgZt']
zRAn69AocpkmxXZnW,2,"['Nv5hhn2puYrThGW5F', 'swwMazYa9NytYRD7m']"
zRAn69AocpkmxXZnW,3,['NanbPd3e8kJ3ZmDuS']
zRAn69AocpkmxXZnW,4,"['4PAk36MGoxQEnz2nr', 'JmfpsTDmgS6xPee5d', 'YRpb4kbgHyuPn4byL']"
zRAn69AocpkmxXZnW,5,"['Y2d3SuRDHuDr98BaX', 'ZXhiaqXvKRApCW9dL', 'YTBzhWBedJfiQhhTd', 'XF7rEK8KW7eqKxWfW']"
zRAn69AocpkmxXZnW,6,"['pFS9RQRRQQWfAx5JF', 'kp4N6ZG95yuwzDBcD', 'qEthjefuSPhxmTKQQ', 'zwbNjz2SXo3bkYaTu', 'zxjGy5APmJX2L58uJ', 'MRiyDRxSaMdgNtasB', 'wtHvygpHtCNsH3gEf']"
zRAn69AocpkmxXZnW,7,['F23whZxbsD44dhRxa']
zRAn69AocpkmxXZnW,8,"['DXcwC3TNwED6QEKsK', 'SiXEWTpnJGZHpn9XE', 'NmMhueiFke3qEnHF9', '7K4LwW7DhhHf5TNJy', 'XTpgXC5xGnf4BBjvj', '2A6gp6SzGFXJad3WC', 'QnCFoQdRtJLPpjYBa', 'T8yt7LqdQBLycg7xQ', '92tC9h9Hhs6GcYS6j', 'Rw2o6ADGCTmvCJSgS', 'bhYK4HDRZyek7MZsX', 'LPDR2nNM9qxhxzQZ5', 'o6g2Rq5bKWgGLPJ72', 'zLtrp9G6AL7Nb8oDK', '9HfEveWHvgDWdkw9t']"
zRAn69AocpkmxXZnW,9,"['TtqDRxSiGbg7Q3Tnq', 'kNfSPHJb5WH6ubCoT', 'ZxuHxBWE7xQ7f2eJn', 'EhC6FniPSsvWjbiDy', 'rxhv5iNxG3sbNof7a', 'qC3YGCqv8FZAAW4jZ', 'aaMBfWM8DjdYbgj6B', 'ouDTQrcChDJXtcbak', 'WBDBX59HdYLpWrQHu', 'ZboMYbgtn34LBgJBd', 'Q7Qy6PQ8TsmctibrC', 'Mnd4hkFRkunmy2tY7', 'fNsyKj9WLHhdsWiRW', '7jSEgieCA8m9Js25p', 'TLoh5Rus8rWiXXDSZ', 'a4b5nCPJPmRALgX8e', '7d4SWnuhfkLcGhmxn', '8xxRk4ktxXa8PDRTq']"
GvJDKAi9aap9MpMJh,0,['yrsLJAi9SnGGzN5y6']
GvJDKAi9aap9MpMJh,11,"['bThbDzZp7wfpgZNEw', 'tZtCeTeYFbMTR7HwT', 'tEdntWAaXbryPJJms', '5nq6i3ASZtjBFgQuB']"
GvJDKAi9aap9MpMJh,12,['fchksbhWR8tr6wSXg']
GvJDKAi9aap9MpMJh,13,"['AJv3DTpvaeTSiWot8', 'EFyXjd9WtKP2Zu3bH']"
GvJDKAi9aap9MpMJh,10,['4FamhWNc7zMXZqyz7']
GvJDKAi9aap9MpMJh,9,['nX9HAwoFxDujgLTug']
GvJDKAi9aap9MpMJh,8,['z3fdqEtLaEHSx259m']
GvJDKAi9aap9MpMJh,7,['HNDYb7rPZ45PaEous']
GvJDKAi9aap9MpMJh,6,['LNEYb7rBNovt6rc2q']
GvJDKAi9aap9MpMJh,5,['mwvkuvpadSB4cENKa']
zRAn69AocpkmxXZnW,0,['f4H3ytgvRn48qmWMd']
zRAn69AocpkmxXZnW,0,"['FHm9sCA5oKrsR6jGW', 'p8wLbR9bgHkwJp7FX', 'unHroMMECTJBP2YEi', 'ewTvcWfQ6vRfkg5KG']"
zRAn69AocpkmxXZnW,1,"['ywcennTMaYux7iNDL', 'R3jnTZAELSk3gcgjS']"
zRAn69AocpkmxXZnW,2,"['bzXWGMQaab2AyP59v', 'FKvkhZY4DqMzWav9d', 'wFhQzMva4aPMcGk2s', 'PwBfnT3bpqTMzA9Lu', 'FbCuXJFr7bPrhxDac', 'BDb7tgAz2GarvFc2f', 'tcmLgoh8zxZ7iGuSo', 'Mc6D2pocTeXYiB5ph', 'eiwF8xThSGkBi9mSz', '3jCG7kr6ujE34gafx', 'Xn7dneombu2mQxX2f', 'ZgMaJx2wKtR6QQWxA', 'jMntp8tcurwWcedPX', 'JA8Hy3Djs7cmDodyf', 'NxjZeYDT39osY5Cym', 'hkTefAhdwcxA3v7GN', 'egJkfWbTYqfywNXtB', 'BNLqpadNHgjefEEw4', 'ufZHjKWfnFynbPaa7', 'bKLypkkRdSLSdMw4v', 'cNwLrrYC7jbx5DW3f', 'v9e65mvREm6AQFybc', 'YrDwK68GcSzTWtcQj', 'jnqHF3aG6GnA4P3Ra', 'Fd4JGYF7dtQSqKBXY']"
zRAn69AocpkmxXZnW,3,"['LSvwtE7Ec7gEWZJRZ', 'bPgQzeRH5xcXq4Yue']"
zRAn69AocpkmxXZnW,4,"['DHFMoHzKJYDvEqgEx', 'Kj7zA4EXk7XAR8eNj', 'ZxQt5ZyJqtALz9TJ8', 'jZuB98AL7QHErdwvy', 'xBNZSzF4XvtbuHvNY', 'ttczsueMxLaxSp2nX', 'qbsWTSaKJZMrDmdp7', 'C9riXwqyds3ozADTQ', 'Mqb4FvbSNLGgzd7ig', 'TnH95v3qdPNGZxXrG']"
zRAn69AocpkmxXZnW,5,"['zYxxwyT74tfJebsSj', 'Nz6R6AiPTX6zkbrBa', 'huNLu6kaqxLZKaJYn', 'qMkSypneHnbzhKpuR']"
zRAn69AocpkmxXZnW,6,['qQNeJZCyeg8n5TeQB']
zRAn69AocpkmxXZnW,7,['pJj2u34K6b4c7fNze']
