derivation_chain,status_chain,halstead_difficulty
"['23803', '23804', '23805', '23806', '23807', '23808', '23809', '23810', '23811', '23812', '23813', '23814', '23815', '23816', '23817', '23818', '23819', '23820', '23821', '23822', '23823', '23824', '23825', '23826', '23827', '23828', '23829', '23830', '23831', '23832', '23833', '23834', '23835', '23836', '23837', '23838', '23839', '23840', '23841', '23842', '23843', '23844', '23845']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[29.31818181818182, 32.25, 32.25, 32.25, 32.25, 32.25, 33.0, 33.0, 32.25, 32.25, 32.25, 32.25, 32.25, 30.0, 30.0, 33.0, 29.31818181818182, 32.25, 32.25, 30.099999999999998, 32.25, 32.25, 26.875, 26.875, 26.875, 29.31818181818182, 29.31818181818182, 27.363636363636363, 30.099999999999998, 32.25, 29.400000000000002, 31.5, 31.5, 31.5, 31.5, 29.400000000000002, 30.099999999999998, 32.25, 29.31818181818182, 29.31818181818182, 31.272727272727273, 33.22727272727273, 31.68181818181818]"
"['23846', '23847']","['PARSEERROR', 'SAT']","[33.22727272727273, 31.68181818181818]"
"['23848', '23849', '23850']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[28.2, 28.2, 28.2]"
"['23865', '23866']","['PARSEERROR', 'SAT']","[26.823529411764707, 24.0]"
"['23876', '23877']","['PARSEERROR', 'SAT']","[20.210526315789473, 20.88888888888889]"
"['23878', '23879', '23880', '23881', '23882', '23883', '23884']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[20.8, 20.8, 19.428571428571427, 20.8, 20.8, 20.8, 21.894736842105264]"
"['23888', '23889']","['PARSEERROR', 'SAT']","[21.894736842105264, 21.894736842105264]"
"['24169', '24171']","['PARSEERROR', 'SAT']","[25.454545454545453, 27.272727272727273]"
"['24218', '24219']","['PARSEERROR', 'SAT']","[24.555555555555554, 21.75]"
"['23510', '23519']","['PARSEERROR', 'SAT']","[19.5, 24.555555555555554]"
"['23745', '23749', '23750', '23752']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[20.09090909090909, 20.09090909090909, 20.09090909090909, 22.099999999999998]"
"['23755', '23758']","['PARSEERROR', 'SAT']","[29.041666666666664, 29.041666666666664]"
"['23780', '23784', '23785']","['PARSEERROR', 'PARSEERROR', 'SAT']","[31.5, 31.5, 31.68181818181818]"
"['23792', '23793']","['PARSEERROR', 'UNSAT']","[31.68181818181818, 31.68181818181818]"
"['23794', '23795']","['PARSEERROR', 'SAT']","[29.75, 33.54545454545455]"
"['23803', '23804', '23805', '23806', '23807', '23808', '23809', '23810', '23811', '23812', '23813', '23814', '23815', '23816', '23817', '23818', '23819', '23820', '23821', '23822', '23823', '23824', '23825', '23826', '23827', '23828', '23829', '23830', '23831', '23832', '23833', '23834', '23835', '23836', '23837', '23838', '23839', '23840', '23841', '23842', '23843', '23844', '23845']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[29.31818181818182, 32.25, 32.25, 32.25, 32.25, 32.25, 33.0, 33.0, 32.25, 32.25, 32.25, 32.25, 32.25, 30.0, 30.0, 33.0, 29.31818181818182, 32.25, 32.25, 30.099999999999998, 32.25, 32.25, 26.875, 26.875, 26.875, 29.31818181818182, 29.31818181818182, 27.363636363636363, 30.099999999999998, 32.25, 29.400000000000002, 31.5, 31.5, 31.5, 31.5, 29.400000000000002, 30.099999999999998, 32.25, 29.31818181818182, 29.31818181818182, 31.272727272727273, 33.22727272727273, 31.68181818181818]"
"['23846', '23847']","['PARSEERROR', 'SAT']","[33.22727272727273, 31.68181818181818]"
"['23848', '23849', '23850']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[28.2, 28.2, 28.2]"
"['23865', '23866']","['PARSEERROR', 'SAT']","[26.823529411764707, 24.0]"
"['23876', '23877']","['PARSEERROR', 'SAT']","[20.210526315789473, 20.88888888888889]"
"['23878', '23879', '23880', '23881', '23882', '23883', '23884']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[20.8, 20.8, 19.428571428571427, 20.8, 20.8, 20.8, 21.894736842105264]"
"['23888', '23889']","['PARSEERROR', 'SAT']","[21.894736842105264, 21.894736842105264]"
"['24169', '24171']","['PARSEERROR', 'SAT']","[25.454545454545453, 27.272727272727273]"
"['24218', '24220']","['PARSEERROR', 'SAT']","[24.555555555555554, 21.75]"
"['24223', '24224', '24225']","['PARSEERROR', 'PARSEERROR', 'SAT']","[31.379310344827584, 32.94827586206896, 32.94827586206896]"
"['24265', '24266', '24268', '24269', '24270', '24271', '24272']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[48.50537634408602, 48.50537634408602, 47.98936170212766, 48.50537634408602, 50.74193548387097, 50.74193548387097, 48.369565217391305]"
"['24295', '24296', '24297', '24298', '24299']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[24.366666666666667, 22.1, 22.1, 22.1, 21.0]"
"['24305', '24306']","['PARSEERROR', 'SAT']","[20.4, 19.266666666666666]"
"['24308', '24309']","['PARSEERROR', 'SAT']","[23.90625, 23.90625]"
"['24527', '24528', '24529', '24530', '24531', '24532', '24533', '24534']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[15.642857142857142, 15.642857142857142, 15.642857142857142, 14.773809523809524, 14.773809523809524, 12.857142857142856, 14.048780487804878, 14.4]"
"['23771', '23783', '23799', '23800', '24502', '24503']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[28.23529411764706, 27.714285714285715, 27.464788732394364, 28.16901408450704, 17.98076923076923, 17.62962962962963]"
"['24504', '24505', '24506']","['PARSEERROR', 'PARSEERROR', 'SAT']","[22.92063492063492, 24.307692307692307, 24.0]"
"['24508', '24509', '24510']","['PARSEERROR', 'PARSEERROR', 'SAT']","[30.25, 30.09722222222222, 29.944444444444446]"
"['24511', '24512', '24513', '24514', '24515', '24516']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[37.30128205128205, 39.407407407407405, 39.407407407407405, 42.65060240963855, 43.170731707317074, 39.407407407407405]"
"['24517', '24518', '24519', '24520', '24521', '24523', '24524', '24525', '24526']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[39.36585365853658, 36.66470588235294, 37.101190476190474, 37.101190476190474, 37.54819277108434, 38.05952380952381, 37.51190476190476, 37.648809523809526, 38.102409638554214]"
"['24535', '24536']","['PARSEERROR', 'SAT']","[36.01190476190476, 36.44578313253012]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['24573', '24574', '24575']","['PARSEERROR', 'PARSEERROR', 'SAT']","[17.772727272727273, 18.545454545454543, 20.4]"
"['24527', '24528', '24529', '24530', '24531', '24532', '24533', '24578', '24579']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[15.642857142857142, 15.642857142857142, 15.642857142857142, 14.773809523809524, 14.773809523809524, 12.857142857142856, 14.048780487804878, 14.048780487804878, 14.4]"
"['24580', '24581']","['PARSEERROR', 'SAT']","[14.564102564102564, 14.564102564102564]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['24583', '24584']","['PARSEERROR', 'TIMEOUT']","[23.1, 21.65625]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['24583', '24584']","['PARSEERROR', 'TIMEOUT']","[23.1, 21.65625]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['24583', '24584']","['PARSEERROR', 'TIMEOUT']","[23.1, 21.65625]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['24583', '24584']","['PARSEERROR', 'TIMEOUT']","[23.1, 21.65625]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['24583', '24584']","['PARSEERROR', 'TIMEOUT']","[23.1, 21.65625]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['24600', '24601']","['PARSEERROR', 'SAT']","[18.545454545454543, 20.4]"
"['24602', '24603']","['PARSEERROR', 'SAT']","[16.0, 21.599999999999998]"
"['24605', '24606']","['PARSEERROR', 'SAT']","[20.4, 20.4]"
"['24613', '24614', '24615']","['PARSEERROR', 'PARSEERROR', 'SAT']","[18.545454545454543, 18.545454545454543, 18.545454545454543]"
"['24322', '24323', '24324']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[27.551724137931032, 27.551724137931032, 29.59259259259259]"
"['24336', '24337', '24341', '24342', '24343', '24344', '24345', '24346', '24347', '24348', '24349', '24350', '24351']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[28.987179487179485, 28.987179487179485, 28.987179487179485, 28.987179487179485, 28.987179487179485, 30.935897435897434, 30.935897435897434, 30.935897435897434, 28.987179487179485, 31.025641025641026, 31.025641025641026, 28.987179487179485, 29.230769230769234]"
"['24359', '24360']","['PARSEERROR', 'SAT']","[40.0, 40.19230769230769]"
"['24371', '24372']","['PARSEERROR', 'SAT']","[39.46153846153847, 40.55769230769231]"
"['24377', '24378']","['PARSEERROR', 'SAT']","[39.1875, 39.9]"
"['24379', '24380']","['PARSEERROR', 'SAT']","[39.9, 39.9]"
"['24381', '24382', '24383', '24384', '24386', '24388', '24390', '24391', '24392', '24393']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[41.607142857142854, 41.96428571428571, 41.96428571428571, 42.32142857142857, 42.32142857142857, 42.67857142857143, 42.857142857142854, 43.03571428571429, 43.392857142857146, 43.75]"
"['24397', '24398', '24399', '24400', '24401', '24402', '24403']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[41.90625, 43.18181818181819, 44.234375, 44.234375, 44.828125, 43.03125, 42.27272727272727]"
"['24404', '24405']","['PARSEERROR', 'SAT']","[42.27272727272727, 42.27272727272727]"
"['24410', '24411', '24412']","['PARSEERROR', 'PARSEERROR', 'SAT']","[14.875, 15.75, 15.75]"
"['24417', '24418']","['PARSEERROR', 'SAT']","[17.315789473684212, 20.8]"
"['24424', '24426']","['PARSEERROR', 'SAT']","[14.36842105263158, 15.473684210526317]"
"['24432', '24433']","['PARSEERROR', 'SAT']","[16.57894736842105, 16.94736842105263]"
"['24548', '24549']","['PARSEERROR', 'SAT']","[13.125, 13.5]"
"['24562', '24564']","['PARSEERROR', 'SAT']","[23.59259259259259, 23.85185185185185]"
"['24565', '24566']","['PARSEERROR', 'SAT']","[23.333333333333336, 12.521739130434781]"
"['24719', '24720']","['PARSEERROR', 'SAT']","[52.0, 48.333333333333336]"
"['24705', '24706', '24707']","['PARSEERROR', 'PARSEERROR', 'SAT']","[19.5, 21.0, 21.5]"
"['24709', '24710']","['PARSEERROR', 'SAT']","[19.09375, 19.90625]"
"['24714', '24715', '24716']","['PARSEERROR', 'PARSEERROR', 'SAT']","[26.25, 24.375, 23.5625]"
"['24722', '24723', '24724', '24725']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[20.666666666666668, 20.0, 20.0, 20.0]"
"['24744', '24745', '24746']","['PARSEERROR', 'PARSEERROR', 'SAT']","[42.39583333333333, 44.75, 46.30232558139535]"
"['24734', '24749', '24751']","['PARSEERROR', 'PARSEERROR', 'SAT']","[55.098901098901095, 65.76470588235294, 67.32000000000001]"
"['24290', '24291', '24292']","['PARSEERROR', 'PARSEERROR', 'SAT']","[22.653846153846153, 23.956521739130437, 23.956521739130437]"
"['24313', '24315']","['PARSEERROR', 'SAT']","[22.8, 21.814814814814813]"
"['24338', '24339']","['PARSEERROR', 'UNSAT']","[18.47222222222222, 18.47222222222222]"
"['24429', '24430', '24431']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[20.0, 20.0, 22.666666666666664]"
"['24443', '24444']","['PARSEERROR', 'SAT']","[24.609375, 23.896551724137932]"
"['24452', '24453']","['PARSEERROR', 'SAT']","[24.609375, 25.265625]"
"['24455', '24456', '24457', '24458', '24459']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[21.214285714285715, 21.214285714285715, 21.214285714285715, 21.24137931034483, 20.88135593220339]"
"['24460', '24461']","['PARSEERROR', 'SAT']","[21.201923076923077, 21.205882352941174]"
"['24462', '24463', '24464', '24465']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[21.562499999999996, 21.349999999999998, 21.71186440677966, 22.086206896551722]"
"['24469', '24470', '24471']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.777777777777775, 21.777777777777775, 22.68]"
"['24476', '24477', '24478']","['PARSEERROR', 'PARSEERROR', 'SAT']","[31.0, 31.0, 32.333333333333336]"
"['24480', '24481', '24482', '24483']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[34.166666666666664, 34.166666666666664, 34.94318181818182, 26.857142857142858]"
"['24486', '24487']","['PARSEERROR', 'SAT']","[37.5, 38.05555555555556]"
"['24657', '24658']","['PARSEERROR', 'SAT']","[34.57142857142857, 34.57142857142857]"
"['24668', '24669']","['PARSEERROR', 'SAT']","[25.42105263157895, 25.97368421052632]"
"['24673', '24674']","['PARSEERROR', 'SAT']","[26.133333333333333, 26.727272727272727]"
"['24677', '24678']","['PARSEERROR', 'SAT']","[33.57843137254902, 34.25]"
"['24679', '24680']","['PARSEERROR', 'SAT']","[35.25, 35.25]"
"['24730', '24731']","['PARSEERROR', 'SAT']","[23.25, 23.817073170731707]"
"['24736', '24737']","['PARSEERROR', 'SAT']","[33.733333333333334, 34.7906976744186]"
"['24738', '24739', '24740']","['PARSEERROR', 'PARSEERROR', 'SAT']","[38.24418604651163, 37.97674418604651, 34.7906976744186]"
"['24742', '24743']","['PARSEERROR', 'SAT']","[29.68269230769231, 30.45]"
"['24752', '24753', '24754', '24755']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[28.784482758620687, 28.965517241379313, 29.473684210526315, 29.657894736842103]"
"['24757', '24758']","['PARSEERROR', 'SAT']","[25.63953488372093, 26.775]"
"['24768', '24769']","['PARSEERROR', 'SAT']","[26.634146341463413, 26.75]"
"['24774', '24775', '24776', '24777']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[28.728070175438596, 28.23275862068966, 28.728070175438596, 29.24107142857143]"
"['24779', '24780', '24781', '24782', '24783', '24784', '24785', '24786', '24787', '24788', '24789']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[31.967213114754102, 32.37704918032787, 32.17213114754098, 31.944444444444443, 31.944444444444443, 31.451612903225808, 32.25806451612903, 32.056451612903224, 32.45967741935484, 32.25806451612903, 30.625000000000004]"
"['24790', '24791', '24792', '24793']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[31.4453125, 31.944444444444443, 31.944444444444443, 33.266129032258064]"
"['24794', '24795', '24796', '24797']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[41.5948275862069, 41.5948275862069, 43.258620689655174, 47.29310344827586]"
"['24830', '24831', '24832', '24833', '24834', '24835', '24836', '24837', '24838', '24839', '24840', '24841', '24842', '24843', '24844', '24845', '24846', '24847', '24848', '24849', '24850', '24851', '24852', '24853', '24854', '24855', '24856', '24857', '24858']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[41.704918032786885, 41.704918032786885, 41.704918032786885, 40.526315789473685, 40.526315789473685, 40.526315789473685, 40.526315789473685, 41.25, 43.33035714285714, 43.74107142857142, 43.74107142857142, 43.74107142857142, 43.74107142857142, 43.74107142857142, 43.74107142857142, 43.74107142857142, 43.74107142857142, 43.74107142857142, 43.74107142857142, 43.74107142857142, 41.05357142857143, 43.74107142857142, 43.74107142857142, 43.74107142857142, 43.74107142857142, 43.8, 44.54237288135593, 44.54237288135593, 51.87500000000001]"
"['24860', '24861', '24862', '24863', '24864']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[60.75789473684211, 61.03157894736842, 60.75789473684211, 61.57894736842105, 61.97979797979797]"
"['24868', '24869', '24870']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[60.582524271844655, 60.582524271844655, 61.91752577319588]"
"['24871', '24872', '24873', '24874', '24875']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[65.41237113402062, 65.41237113402062, 65.69072164948453, 44.54237288135593, 51.87500000000001]"
"['24876', '24877', '24878', '24879', '24880', '24881', '24882', '24883', '24884', '24885', '24886', '24887', '24888', '24889', '24890', '24891']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[60.75789473684211, 61.03157894736842, 66.285, 63.23300970873787, 63.23300970873787, 63.23300970873787, 69.42857142857143, 69.04285714285714, 69.04285714285714, 69.30000000000001, 67.22857142857143, 67.22857142857143, 57.11702127659574, 57.73118279569892, 58.01075268817204, 58.29032258064515]"
"['24904', '24905']","['PARSEERROR', 'SAT']","[52.127450980392155, 53.80434782608695]"
"['24817', '24818', '24819', '24820', '24821', '24822', '24823', '24824', '24825', '24826', '24827', '24828', '24829', '25303']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[47.66260162601626, 47.459349593495936, 47.459349593495936, 47.459349593495936, 47.459349593495936, 46.52459016393443, 46.52459016393443, 46.52459016393443, 46.52459016393443, 44.5860655737705, 48.46311475409836, 48.46311475409836, 48.46311475409836, 69.88636363636364]"
"['24925', '24926', '24927', '24928', '24929', '24931', '24932', '24933', '24934', '24936', '24938', '24939', '24940', '24942']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[70.19083969465649, 70.19083969465649, 70.0763358778626, 70.19083969465649, 70.19083969465649, 70.19083969465649, 70.19083969465649, 70.19083969465649, 70.19083969465649, 70.19083969465649, 70.19083969465649, 70.19083969465649, 70.19083969465649, 69.38931297709924]"
"['24943', '24948', '24949', '24950', '24953', '24954', '24957']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[70.19083969465649, 70.19083969465649, 70.19083969465649, 70.19083969465649, 70.19083969465649, 70.19083969465649, 69.88636363636364]"
"['24969', '24970', '24971', '24972', '24973', '24974', '24975']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[34.546875, 34.546875, 34.69230769230769, 34.69230769230769, 34.69230769230769, 34.69230769230769, 31.918032786885245]"
"['24995', '24997']","['PARSEERROR', 'SAT']","[15.272727272727273, 3.6029411764705883]"
"['25000', '25002', '25005', '25006']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[17.934782608695652, 20.97872340425532, 24.23404255319149, 24.23404255319149]"
"['25011', '25012']","['PARSEERROR', 'SAT']","[32.03389830508475, 31.86885245901639]"
"['25014', '25015']","['PARSEERROR', 'SAT']","[45.54375, 45.9375]"
"['25016', '25017', '25024']","['PARSEERROR', 'PARSEERROR', 'SAT']","[47.57407407407407, 46.66666666666667, 52.125]"
"['25026', '25027', '25028', '25029', '25030', '25031', '25033', '25034', '25036', '25037', '25038', '25040', '25041', '25042', '25043', '25044', '25046', '25047', '25048', '25049']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[59.66981132075472, 59.66981132075472, 59.66981132075472, 59.66981132075472, 59.66981132075472, 59.87735849056604, 60.08490566037735, 60.08490566037735, 60.08490566037735, 60.08490566037735, 58.63207547169811, 58.63207547169811, 58.63207547169811, 58.63207547169811, 57.38679245283019, 57.38679245283019, 57.38679245283019, 57.93333333333333, 58.666666666666664, 57.22115384615384]"
"['25052', '25140', '25141', '25142', '25143', '25144', '25145', '25146', '25147']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[59.81904761904762, 59.81904761904762, 59.50476190476191, 59.50476190476191, 58.24761904761905, 63.25, 63.25, 60.56666666666666, 57.22115384615384]"
"['25148', '25153', '25154', '25155', '25156']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[62.74561403508771, 62.64473684210527, 62.54385964912281, 60.451327433628315, 60.548672566371685]"
"['25195', '25196', '25197', '25198', '25199', '25200', '25201']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[77.8125, 75.10416666666667, 75.51652892561982, 76.14583333333333, 71.5625, 71.48760330578511, 60.1271186440678]"
"['25321', '25323', '25325', '25326', '25327', '25329']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[37.513636363636365, 37.513636363636365, 37.17567567567568, 36.84375, 36.19736842105263, 57.17204301075268]"
"['25332', '25335', '25336', '25337', '25339', '25340', '25341', '25342']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[48.95454545454545, 47.581395348837205, 46.588235294117645, 46.588235294117645, 45.42857142857143, 44.53012048192771, 43.02439024390244, 39.75308641975308]"
