derivation_chain,status_chain,halstead_difficulty
"['EhYukWLz4XyufMmEB', 'CGHLuDkkAErxTzyZK', 'wchEKMzh2kPFerCzx', 'KHSCA38w9R3C3G3yY', 'SgXZiXxeXBSwpCHzq']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[5.6000000000000005, 5.6000000000000005, 4.800000000000001, 5.6000000000000005, 6.222222222222221]"
"['8Dh4mc7xt8sjpMfsQ', 'fZavrpAsbTHPhap7a', 'WghQ8eQBMsXrLMP2D', 'C3EXvS938hJZtsL6e']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.555555555555555, 7.555555555555555, 7.555555555555555, 7.555555555555555]"
"['QQHLR3M3bvbcYaWgX', 'DLiwqwpWDco56urGp']","['PARSEERROR', 'SAT']","[5.6000000000000005, 6.222222222222221]"
"['kZpHRYZfGJeyGXsif', '6HqPih7LcjT8fHCzA', '5m7328wbAQBmvrA89', 'EkxiKFTL52YSE644h']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[5.95, 5.95, 6.611111111111111, 6.222222222222221]"
"['WjdGA6HHSD9qrWdMM', 'KWFHpsG3XWfFzva5s', 'zKeBAZ9JCuzyeEFyi', 'avnAW4sDuQKDaZkFm']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.0, 7.555555555555555, 7.555555555555555, 7.555555555555555]"
"['QuKKAGrvM2pqTpW3e', 'LvnFja6c9xx2QoHwy']","['PARSEERROR', 'UNSAT']","[7.6, 6.6499999999999995]"
"['fHs7nkusqo6wdhqh5', 'tidTME6HJ7c2kwDiB']","['PARSEERROR', 'SAT']","[11.0, 11.0]"
"['PhtZ4x4NexbqDqTac', 'hGQhHeTeghP27ZFqS', 'qZRWKyxpCrCdjXYJ7']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.100000000000001, 11.0, 11.0]"
"['eGYsmWENbZYwz3zwo', 'G9jcxw96RzWGA9hyF', 'rK3tDGMzwaWfbzEZw', 'Nq5evtEGarfgJhCph', 'Lks8fAtp3wmWgWLhc', '7cgZ8nQa2Rj2hZu4E', 'pMb46cmvoJzETax5B', 'CymJs7xx8MYDZbLnY']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 12.649999999999999]"
"['DtbGYnQcj45CcdKDt', 'gnFhWxrPJxHk9xYFK', 'DjyeMktaN2pnNdW27']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.35, 10.35, 9.2]"
"['P9t3dRm7wgoAnKSSK', 't5vSEHuYvSGNKTPDY', 'Q64TQB4uLDeb8Xsny', 'HkNsYWKfvhrLFmHZE', 'r5oWKyF6govycj6BJ', 'Yzfchy6uf6SZ9CDGj', 'btTkZWih58omRxYFc', '8KfXbpKEG7ZHhzGhp', 'Fg2tffSuouuzPLqPB', 'QYXWoL2HjA4S4wQWq', 'RMetzj47WcLp5mmCz', '7jaba3PwrZhWZFPhY', 'WaFMziQhEfS4kRbWD']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.444444444444445, 8.444444444444445, 8.444444444444445, 8.88888888888889, 9.5, 9.5, 9.5, 9.5, 9.5, 8.444444444444445, 7.388888888888889, 8.444444444444445, 8.444444444444445]"
"['Dev9GHMPaXsgZtEYL', 'iPEFsNjcaruaw4BRL', 'Zjx5d8YtSr96pRc5d', '4NXYBJ7g2wcCb5DCq']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.388888888888889, 7.388888888888889, 9.5, 8.444444444444445]"
"['iRKdv5dmHdzFNwxDr', 'zkZKkBxcp6opFomFQ']","['PARSEERROR', 'SAT']","[9.5, 10.5]"
"['NuP7rPGjCD4mZedTq', 'Zyn2cYmMZLyCvK4GG']","['PARSEERROR', 'SAT']","[10.5, 9.333333333333334]"
"['Z22xom6QxbGqrysjA', 'xDHyndqZMParRxJBc']","['PARSEERROR', 'SAT']","[7.2727272727272725, 8.0]"
"['wctNS8GrpDNSwPc4y', 'HNnFBKkAdSMY2Z2p3']","['PARSEERROR', 'SAT']","[10.0, 10.0]"
"['k8qqe88ZQyPDZXjSF', 'm9XM9DArMYPJork6x']","['PARSEERROR', 'SAT']","[8.88888888888889, 10.0]"
"['3KZngHF5gS3rhZJ4s', 'ZEemTo8rHLodifZgr', 'xHvYG2wKN2pAKaDyC']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[6.0, 7.0, 7.0]"
"['PNsriPZhaGYzgnT6x', 'M9LonspRybg6wcGmx', 'CQu5QjHLmBFLN4KQX', 'W7L4YckFgPb56zrEW']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.444444444444445, 8.0, 8.0, 7.555555555555555]"
"['qniBjdFug3KkWGDnS', 'NuX7Sewawi8mdmZA3', 'BqARumHgFKhxpoZsZ']","['PARSEERROR', 'PARSEERROR', 'SAT']","[7.388888888888889, 7.111111111111111, 6.222222222222221]"
"['neprhgf575jpHiBTG', 'kqSWw7kCvvTznJvAn']","['PARSEERROR', 'SAT']","[7.0, 7.555555555555555]"
"['sKMPTHJZayDd9fji5', 'uZzpa2tZRHZmGm54Z']","['PARSEERROR', 'UNSAT']","[7.777777777777779, 7.0]"
"['Jep2H6L8BmxG3ioYK', 'XuLgDSp4y7MxmCZkj']","['PARSEERROR', 'SAT']","[7.555555555555555, 7.555555555555555]"
"['nofQqsNMiNkQ6epZz', 'LSyfv3fZkrpxTKaHd']","['PARSEERROR', 'SAT']","[10.555555555555555, 10.555555555555555]"
"['mn6QX48dH47xSzFva', 'QcxDRnbRsM4TDMdHR', 'mTsKkLT8uh6DjpNxn', 'QJ4o8qrD9iiPRDbYx', 'T8MdeHxP4YX5wdRBz', 'uXQKW5hxfwLQFvaGD', 'rFFryszan3gCNjyAq', 'S7kQ2Rtw7CBSzQ8bb', '3HAnGEWf2kww9LTY4', 'ufjfvDua9KfF86Q4f', 'pBGEGsXX9Nu9rWL9A']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.0, 7.0, 7.0, 8.0, 6.611111111111111, 7.0, 7.0, 6.0, 5.333333333333333, 6.611111111111111, 8.444444444444445]"
"['WveDWgjfxdvzCPxhN', 'NiAxoxAQd65jBXtFq']","['PARSEERROR', 'SAT']","[11.666666666666668, 12.833333333333334]"
"['dLpbtbrToicLGSbsf', '2AFFRpiNsrjY4spSk']","['PARSEERROR', 'SAT']","[10.5, 11.666666666666668]"
"['EhYukWLz4XyufMmEB', 'CGHLuDkkAErxTzyZK', 'wchEKMzh2kPFerCzx', 'KHSCA38w9R3C3G3yY', 'SgXZiXxeXBSwpCHzq']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[5.6000000000000005, 5.6000000000000005, 4.800000000000001, 5.6000000000000005, 6.222222222222221]"
"['6RX8Bom2KgbnwXYT2', 'cHbyNcE8AyK9dHqyA', 'zXDGFCNS8phT7jfFG', 'FoJ2dLRdbySLHFHNR', 'mG7LaM5wZcmL4mGG5', 'P56W8WYWw8CYbGYtS']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.0, 9.450000000000001, 9.450000000000001, 9.450000000000001, 8.4, 8.4]"
"['gLpsttnj4wFbgc5Gu', 'nFYg549xWRkttAXW8', '6DTrfkkWgc3H2chgY']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.450000000000001, 9.450000000000001, 9.450000000000001]"
"['Wqc7xBpBSHmETiqrR', 'tSPpZzxx3PMQHcpXE']","['PARSEERROR', 'UNSAT']","[9.450000000000001, 9.450000000000001]"
"['jPHtZA2295hftQ9iX', 'FDFLKEJbczczEpJrq']","['PARSEERROR', 'UNSAT']","[8.0, 6.6499999999999995]"
"['5wYFriLkkCKddrgy5', 'BFztJ6nNewBaeNipf']","['PARSEERROR', 'SAT']","[7.2727272727272725, 8.0]"
"['7JcGtNLB6XACE7Nik', 'SgemBrC3bHjg5sb9t']","['PARSEERROR', 'SAT']","[3.9285714285714284, 7.555555555555555]"
"['isfzqhcEGAYDNn7Rt', 'oPLjGDyQbZaEpfnw2']","['PARSEERROR', 'SAT']","[5.95, 5.0]"
"['62eKdy5B2QgRLqPA3', 'E2Ys9oTwch8FvQJMF']","['PARSEERROR', 'UNSAT']","[8.625, 8.0]"
"['YZtujxAeLJLZrySWc', 'j6KBCZZ97Fqbo6NXE']","['PARSEERROR', 'UNSAT']","[5.6000000000000005, 6.222222222222221]"
"['6CdG4YG42twvxbSra', 'nzLDJmP3gnG2Geiz8']","['PARSEERROR', 'UNSAT']","[7.555555555555555, 7.555555555555555]"
"['TbWNoD3sYwag4jRTw', 'h59ydnrLD24aWLwXw', 'YrWG75CMZwfS63fL7']","['PARSEERROR', 'PARSEERROR', 'SAT']","[7.0, 7.0, 7.0]"
"['HQTXAqCnhTymshQqN', 'niWDEzquwhSQQYj4p']","['PARSEERROR', 'SAT']","[5.666666666666666, 7.0]"
"['g7dpkix9NeqZvem8e', 'J6SCcCuaZePsHZgKQ', 'w2eMo3SY4wWqFPNnE']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.0, 9.0, 7.555555555555555]"
"['KbbhxdsXQuYmc3NRr', 'MxXySAd7juijznGaB', 'rHEL6YgLTnoWBCGvL', 'd8gzFHuxL8CudHQE9', '9AM5vE37RQrYGJRD3']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[6.0, 7.0, 8.0, 8.0, 7.0]"
"['wcQotbiEevKrWNNry', 'SfLXTeEjbhE3Hd2F4', 'AMJgriju3Fn8Z8Mza']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.0, 8.549999999999999, 8.549999999999999]"
"['7QEsBnrpmke2pwHnS', 'GykDJK6cZsE24MGwa']","['PARSEERROR', 'SAT']","[9.0, 9.0]"
"['nMw5NjCTgrviHBG38', 'dRheifNJ3TWPQbGdd', '95LKNg3QGeR9W3zwB']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.0, 9.0, 7.555555555555555]"
"['nHDkXnT5Ex2nf4NnL', 'r6idsZiBrhWoKXdFN']","['PARSEERROR', 'SAT']","[9.0, 7.555555555555555]"
"['qf9nWj694uyKGEbSs', 'JxwFnHzhGCqwYRGAh', 'ZbnCr9Ghyw9HfEf28', 'xRxBcFw8ut7NWksDe', 'uguZzo5G6X95dgXw8']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.0, 9.5, 8.0, 9.0, 6.611111111111111]"
"['3AWznx6jriMzJJYiz', 'gsgSazrv4Shi44pws', 'Q8JMFa93rgRkHH4ky']","['PARSEERROR', 'PARSEERROR', 'SAT']","[7.0, 7.0, 9.0]"
"['pLFmobXStNeoxWBNS', 'rcXwfxPTYH3sdQF75']","['PARSEERROR', 'SAT']","[10.45, 11.61111111111111]"
"['sFxAd2Y6mBSeBKANr', 'iR5AsK8DrFeckd86n']","['PARSEERROR', 'SAT']","[6.611111111111111, 9.0]"
"['fYJmyB3s9mSFffqPW', 'oPi4Zg59qjzi9Tjsg']","['PARSEERROR', 'UNSAT']","[9.5, 10.555555555555555]"
"['5Yn6YTgg8HttTticR', 'gQify2wESAmfyhMwy', 'eSDZrHBDSG3P2QwoY', 'Ms8WGsbLZaRJKdnTK', '3JKwtFe4L8ysDvjDQ', 'DnTjCqSkHBYjC8Rtt']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.5, 10.5, 10.5, 9.0, 10.5, 10.5]"
"['tXGTC2gQtwFB5zgzy', '6Kmnr6ekJAufxgyb5', 'YL7mrpsFe8aiRbWKw', 'uGLDX4buEtWreMThm']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.444444444444445, 8.444444444444445, 8.444444444444445, 6.611111111111111]"
"['DizvDv2ivDhNMkt8Z', 'y6utKm8L9C3vTL27D']","['PARSEERROR', 'SAT']","[13.75, 13.75]"
"['XNDNHtcpQKoq4y92j', 'WR4cpPy5TT6ivrbBJ']","['PARSEERROR', 'UNSAT']","[8.0, 10.227272727272728]"
"['cxhysKPLStD5upe5X', 'uvzCBTSE5tXtNKjps', 'tMev7Pcqx6ofjGgcY', 'sGfK7xh6RjKSDe677', 'D57cMDaZmtJkJgXXW', 'ewjhiEPZ6JeLYphCw']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[6.611111111111111, 8.5, 8.5, 7.0, 7.0, 7.0]"
"['pwXqeqNa2CuFYWHJK', '6AgAp5YaZhmTnsmjB']","['PARSEERROR', 'UNSAT']","[5.6000000000000005, 6.222222222222221]"
"['EBzzhwpeD8nZsjbBJ', 'hHRjYx9wYqccv3FMS']","['PARSEERROR', 'UNSAT']","[8.5, 6.222222222222221]"
"['WT3jTb6H6Qx6cCZTY', '3Ru64ZSJQLQRubZLv', 'z9mdESq2bMGBLLpBX', 'WfvLiZxynLrR6HLAk']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.5, 9.444444444444445, 9.444444444444445, 8.0]"
"['LnpD9uSGm3nkTQDQi', 'n4gsiK8D7jdvH6fcG']","['PARSEERROR', 'SAT']","[7.6, 8.549999999999999]"
"['suXdyuZkhog5AR6bu', 'Ta98EY54FoLstcmNS', 'ZPJcguiooCmb4Bnqp', 'Wv99SvsygZPD4q2Kt']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.0, 9.0, 9.0, 9.0]"
"['838Cwe83FiM67rEP6', 'w7QHpuEX7nuBNj3QE']","['PARSEERROR', 'SAT']","[9.0, 8.0]"
"['KvYqEq5iBvTbS3WMe', 'Lvx2gkJwbEdBvFitj', 'jNFSzHiDDFFgYwaS6']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.555555555555555, 7.555555555555555, 7.555555555555555]"
"['GFYvdbq3jkRChgEJQ', 'W2y2AdmRsX7QLTYHk']","['PARSEERROR', 'UNSAT']","[8.549999999999999, 8.549999999999999]"
"['BFgkiPCgG8qBgnTGT', 'R2YXuPWbz55ngvPNF']","['PARSEERROR', 'SAT']","[12.833333333333334, 13.291666666666666]"
"['Fb9c9i9Amk76Ebksb', 'BRQ4iHq9NfHfZmoXD']","['PARSEERROR', 'SAT']","[13.384615384615385, 14.5]"
"['Z6ZjpaSwFmqDWDWYD', 'XzaJ3oNjrYcicknPN']","['PARSEERROR', 'SAT']","[16.363636363636363, 16.363636363636363]"
"['sczFgF8Xb88wirKFC', 'KJEBNRKD988D6Ck7m', 'hJvXo94Mr9WFhYNgQ', 'E6KCx8FJXBS9xs6mP', '7rRbTPpX8NTBXvJFM', 'FuywABrT5W3NtuohN', 'Db2vneq2g58aSk6sF']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.6, 7.6, 9.0, 9.0, 7.555555555555555, 9.0, 9.0]"
"['rbXGRJwsdjAQm95cz', 'uxKvKByaFqdTvZMRt']","['PARSEERROR', 'UNSAT']","[5.4, 6.0]"
"['wddSwx2LmW5PNepM5', 'pJKMuadYbxTcnpaea']","['PARSEERROR', 'UNSAT']","[7.6, 7.6]"
"['hostKjHZK5pDcqtX9', 'Yb9bNNh7Ex8iMG5qE']","['PARSEERROR', 'UNSAT']","[9.0, 9.450000000000001]"
"['iDbSLSsMAQjEnnsqm', 'vbpHhsQDrXapwCrk8', 'RDgTFjMHCkFssiWHc']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.549999999999999, 7.6, 9.0]"
"['ddkMcFCA3GqAAM7pb', 'm6JgdPjWEKuQJ942B']","['PARSEERROR', 'SAT']","[9.166666666666666, 10.0]"
"['CP9vNnK8MpHWwS8Kf', 'K4DFqFamWDicDhJTq', 'pFHYst4ZpKk9WcZta', 'ZKKwe264TxrukGrns', 'DGtfAZN6tbBFMY6YY']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.555555555555555, 6.611111111111111, 7.6, 6.363636363636363, 6.6499999999999995]"
"['8EaJXuYQGzbBDJNo8', 'GD3xaZGagoMxtoP8R']","['PARSEERROR', 'UNSAT']","[8.4, 8.4]"
"['Ms8SF363sP27GxDTJ', 'gDGdmBf8vQPdSWsJa', '5nsMtqT3cuGDEsaYb', '8gDpFrA2zh8Dyh84N']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.555555555555555, 7.6, 7.6, 8.0]"
"['C9JakczPBgqTt9cKv', 'PZsW6qHorr7fp8pHW']","['PARSEERROR', 'SAT']","[8.549999999999999, 8.549999999999999]"
"['6snYhSRot4cDhw8bf', 'Mgfu6kXybLiToedpR', 'PpJ7axbzM4HEAo2Dx']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[5.666666666666666, 5.666666666666666, 5.666666666666666]"
"['JRfeqWf68ZQzsG3tZ', 'qnMnrLDq3LM7dc6Dd']","['PARSEERROR', 'UNSAT']","[7.555555555555555, 7.555555555555555]"
"['Hyj5EGxaEkaAr9RAd', 'acedvBCsAvSBgzcxq']","['PARSEERROR', 'SAT']","[7.555555555555555, 7.555555555555555]"
"['JNraTPkAtvxb2nDn2', 'zh2dPsYYcHECfwoAg', 'XYzmx5fAQumTTkzSN', 'Ap69HxDpQfXpEu8jK', 'oinwPePP8ExdrcPiL', '8a5cQARXvsv8SZSTa', 'tQSjjysGJzoZPWYtH', 'JvCotHLZhRL5i8cAs', 'pW38N4qxyqSHsCkeS', 'Tt67q86cth2azLS8n']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.6, 8.444444444444445, 9.5, 9.5, 8.0, 8.444444444444445, 8.0, 8.0, 8.0, 7.555555555555555]"
"['RksEWRxixABCNGfhv', '3J5ia2EDgKBjaDE2F']","['PARSEERROR', 'SAT']","[8.5, 7.555555555555555]"
"['zSua77c6qd5TQeYc2', '6o44YRDwfvenQNNte']","['PARSEERROR', 'SAT']","[8.549999999999999, 9.0]"
"['o8Fm8433ub6mHAAiJ', 'oGB4BrJwrdH6MRGr7', 'huc8qBZoimCzYp9pJ']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.5, 11.5, 9.0]"
"['9yhGMCZHiN9oZupcJ', 'e9EXfNPzNdKF5vQH3']","['PARSEERROR', 'SAT']","[11.5, 11.5]"
"['SyXftfhikgTPFBFFi', '7YRokEPa5JAua8ysR', '5yYFptTSsK2pz6r2g', 'BPdwmDGTcM8TWPGwj']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.549999999999999, 8.549999999999999, 8.549999999999999, 15.0]"
"['F6YSMZ6iKSQApjDgR', 'JhmeAxcJMoe7dBJ2g']","['PARSEERROR', 'SAT']","[13.799999999999999, 12.649999999999999]"
"['4vXDrf63pEzW7Diys', 'jsiipXJCoAepecc6B', 'X2C7sczBAFMaEBccy']","['PARSEERROR', 'PARSEERROR', 'SAT']","[16.25, 15.0, 15.0]"
"['MQwyrap75gb3z536g', 'bvjPD9XuKFXBvsxHd']","['PARSEERROR', 'SAT']","[14.181818181818183, 13.5]"
"['RbjdF6NpiwoCBjwRc', 'TjDc2ybC6z3492tNi']","['PARSEERROR', 'SAT']","[8.0, 8.0]"
"['PRWTYLmxN67A6LvLA', 'fqaeMP9FxqFKzKs5N']","['PARSEERROR', 'UNSAT']","[8.444444444444445, 8.549999999999999]"
"['sFPFmfpWqaTTw87wp', '24Bsffg6bBgRFrKmZ', 'qdyLuMFK46yCroaR8']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.4, 8.4, 8.0]"
"['sPXSwD9yZdktLbQd5', 'fMsHHWdmzZvdMPGku', '5BKnrtFgsBh5rN4ex']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.0, 8.0, 8.0]"
"['kTCKqgNnqdoAqfrbi', 'untrM2DCg3SFAYuXz']","['PARSEERROR', 'SAT']","[7.0, 7.0]"
"['R5uFPWJLu3ZtwJQBc', 'kPhyRTD3vwvz32Q9c', 'BwicFSSSaf3twcSXD']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.0, 8.0, 8.0]"
"['6LXwQZKMWvqN9mLWq', 'xbz5irKEwAmY7C79r']","['PARSEERROR', 'UNSAT']","[8.0, 8.0]"
"['uGrpGe8nAm2ay7wXy', '9nMZ3ccecNE7mArZf']","['PARSEERROR', 'SAT']","[9.0, 9.0]"
"['YT4c6ivkD4FwJogiq', 'JFCNstfLMxmh9DGFx']","['PARSEERROR', 'UNSAT']","[9.545454545454547, 11.666666666666668]"
"['xzfApwhbcWGGsDNn9', 'naH6hpcuCf3uN4Sok', '7KaRtj4t3cBg3rvfv', 'dy3j4wXGWsq54LDRj']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.549999999999999, 8.549999999999999, 8.549999999999999, 9.5]"
"['j6GTpsDG62ef7Lmz7', 'mTdaGgCSKHof9caDv']","['PARSEERROR', 'UNSAT']","[5.6000000000000005, 6.222222222222221]"
"['34YKqLp28HsfvSJSa', 'bZrkrrMDxCdujcBxS']","['PARSEERROR', 'SAT']","[9.0, 7.555555555555555]"
"['RbCPMPstCGiyyCZzJ', 'sD4bXoGmzFDfLmdXK']","['PARSEERROR', 'UNSAT']","[6.611111111111111, 7.555555555555555]"
"['GWCEkoCyTmchMvKLi', 'hszdCPsq5wDfQ4itY']","['PARSEERROR', 'SAT']","[7.2, 8.0]"
"['iqbAgGGHgARZtMoSM', 'pwCzhjC99YHHhArf8']","['PARSEERROR', 'UNSAT']","[7.0, 7.0]"
"['f9W3oDKyTee6qdyij', 'XZLvjj5BK3CcGDwmi']","['PARSEERROR', 'SAT']","[10.555555555555555, 10.555555555555555]"
"['CFg9zbuKBTRDxmefu', '5Antg6jk8tccQ4x4B']","['PARSEERROR', 'UNSAT']","[6.6499999999999995, 6.6499999999999995]"
"['tnuQ3dXHJDAJyjce8', '36WCCMtN3KC26SRFh']","['PARSEERROR', 'UNSAT']","[6.3, 7.0]"
"['scZLM293EkksQZs4e', 'xJNcPpZzNzXDtjk3M']","['PARSEERROR', 'UNSAT']","[8.549999999999999, 8.549999999999999]"
"['jCXh6rcC6F8624Wue', 'asRGk3HJLgKw8HyGc']","['PARSEERROR', 'SAT']","[8.549999999999999, 8.549999999999999]"
"['yKTdiXqbrLtK3vjQt', 'aex5G5dZgWhn2mKgA']","['PARSEERROR', 'UNSAT']","[10.0, 10.0]"
"['9A3ZkHyqbkP9t3noR', 'ntfkYfc967Q5sEsMJ']","['PARSEERROR', 'SAT']","[10.909090909090908, 10.909090909090908]"
"['fdAeZGoHRCTmmqkHe', 'XYM2nCde8P9naBeSG']","['PARSEERROR', 'SAT']","[15.954545454545455, 15.954545454545455]"
"['fCwb7T4Ht2QwNjerm', 'kpf2LtWyjMZLHHzvt']","['PARSEERROR', 'SAT']","[8.0, 8.0]"
"['Z9WjptpxBo98X3Ngv', 'jLhqPB3gJyryLdQQ7']","['PARSEERROR', 'SAT']","[8.549999999999999, 8.549999999999999]"
"['omFMB3zuRDWGurn7H', 'W7GHNj8ZYZru7mE9b']","['PARSEERROR', 'SAT']","[9.5, 8.549999999999999]"
"['PeoD4RGZJGGK8TDP3', 'nW7ryo3cZZASroKqT', 'ZZvMsMvpyiewXgbta', 'uHgyAtieZeFYkMqS6']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.454545454545453, 10.909090909090908, 9.818181818181817, 11.363636363636365]"
"['2ES82nMDMAxBnfRXF', 'H8ontPkwaMKX3cFfB', 'NygJ8wDCWvXAJyAzN']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.649999999999999, 12.649999999999999, 11.0]"
"['S9PrSo5Kyaiab2wBB', 'E3pD35aotFcFBxygX', 'N5LjkuDRscqnfnA29']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.5, 10.909090909090908, 10.909090909090908]"
"['8e4P7PrYYJywXv6ou', 'ZTkHvYRx8wgq3QAdT', 'KtzdHj538F6GQuZww']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[11.363636363636365, 11.363636363636365, 11.363636363636365]"
"['Nb9uszvZbvR8WGJ3J', 'SpgoMhTnmj2GyhZrx']","['PARSEERROR', 'UNSAT']","[8.0, 9.0]"
"['XbpiGqS8DRq8J4eSE', 'gFf2TgzBXi8CwwBjh']","['PARSEERROR', 'UNSAT']","[10.0, 10.0]"
"['2tNTCxT9Sci6tmdjK', 'HaoMnEobJoFQtPXWX']","['PARSEERROR', 'SAT']","[7.125, 7.555555555555555]"
"['QmTEQb9ECt2za59Je', 'EGH5Jki7spiayHaPK']","['PARSEERROR', 'SAT']","[8.0, 9.0]"
"['PeKpaTBiHSLY9jCGh', 'ohccJijvEcAXScDT5', 'rYxM25ibh836nsAem', 'xtjXGfkzDcYuBLjAD', 'q22wE8dsTJyQ7TNa4']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.5, 7.555555555555555, 8.1, 9.0, 9.0]"
"['kcfEGcRJ2qqs2LiCR', 'C3R4Jghak6vkXhwR6', 'o2azA22LqrSkzar6C']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[6.6499999999999995, 8.0, 8.333333333333334]"
"['tQcGNubqPfz5W8c3x', 'dkDtkTtcwBkJThr7Q', 'PjwrTts6dnvRcuuDi', 'Qb38KBSxMgCH4MxLk', 'J2ET7rhwmy8CdXXa2']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.692307692307692, 11.363636363636365, 11.363636363636365, 11.363636363636365, 11.363636363636365]"
"['Aw3bT9gEJsLRfRD6s', 'tXc7CdcJ9eZJ6EaRx']","['PARSEERROR', 'SAT']","[10.5, 11.0]"
"['gwutZAmPDhdv53HFr', 'tNkt2Gm5mnf8rjDfY']","['PARSEERROR', 'SAT']","[10.5, 11.0]"
"['Boss77mnyLxTAN8Ww', 'NDWqeiTsuN6JPt7s2', 'q2PsHRJgFsLFMDTwL']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.0, 11.0, 11.0]"
"['W8myzssT96auEHN8u', 'Xt6pdqb7DzowAEEnE', 'vNKxHJFobQyCJwinr']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.9, 8.8, 11.0]"
"['nYNyfZzCajJPFvi7X', 'mxWGvWuS8uzv7vwkw']","['PARSEERROR', 'SAT']","[9.450000000000001, 9.450000000000001]"
"['uBa798JPbaZizmqNy', 'YQ8P7rhXLH6KnWDvt', 'RoreoevkE3qf3y527', 'bqsRCSZ77Jreurv2f']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.0, 8.0, 9.0, 8.444444444444445]"
"['eLEN7aYM7hbmYDGhp', 'nxM6DEw6Lxg9vK6Q3']","['PARSEERROR', 'UNSAT']","[5.6000000000000005, 6.222222222222221]"
