id,parseerror_fix_steps,unsat_to_sat_steps
zDjNA2vi9exRqvon4,[],[1]
8YkWdSdsvTPkMJL37,"[2, 1, 2]",[3]
bCSSY8iqyrkZgL3YA,[],[1]
AWc75fKewuhEyyziP,"[1, 1]","[1, 1, 1, 2, 1, 2]"
zo6MYt4yztLd69Mfp,"[1, 1, 4, 2, 1]","[1, 1, 4, 1, 1, 1, 3]"
K9pYoQgK8cCxY6wcZ,[],[]
kxb9MjKxyTJcohRhP,[],[]
AF5NATh6Q6CcqgpH4,[],[]
g3ajBdBo5EKYe7SiH,"[2, 1, 2, 1, 2, 1]","[3, 1, 10, 7, 4, 1, 1, 2]"
d66wjS7xS5mBNDBNW,[],[]
WtYGSGKonkdz6b78u,[1],[]
gkfAHnXShcayHfBGT,[],[]
n4Jmi9KJk49NYWiNj,"[1, 1]","[1, 1, 1, 3, 1, 2]"
9mr5iNeQECkrhTukG,[],"[1, 1, 1]"
NyLkgGQYC8X2csWdg,[],[]
zRdkbwjYBkZa98mpx,"[2, 11, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1]","[2, 1, 2, 1, 1, 3, 1]"
FGEyhtczwsohi2kuv,[],[]
FLK5Xx3XYW6MSroN4,[],[]
mZkHpFZTvgxowoPkd,"[1, 3, 2, 1]","[3, 1, 1, 4, 1, 1, 1, 1, 1]"
hd9rpQmvCaanLfFmt,"[1, 1]","[1, 1, 1, 1]"
nPsoxgYjLNnztr6cK,"[1, 2]","[1, 1, 1]"
5QagCd4cPopDY3RgA,[3],"[1, 1]"
ZYpfwJycXENWfy6CZ,[],[1]
7JPijYBT5iupHndxa,"[1, 1]","[1, 1, 2, 1]"
suo3eARNJaqvkb6pe,[1],"[1, 1]"
g3jxPMipzAfhypRYp,[2],[]
kzFwcLsLo4jEf4AWY,"[1, 1]",[2]
2NxcT5vn5tFRCS5jL,"[2, 3]",[]
g5rBjwjGLPdKcY9HR,[],[]
ZFNtMYYzwKYdkHbGf,[],"[1, 1]"
rkQGZdb3EvMqeFziQ,"[2, 1, 2, 3, 2, 1, 1, 1, 3, 1, 1]","[3, 1, 1]"
tG5hoEnKYYx4icfbG,"[2, 8, 1, 1, 1]","[10, 1, 1, 1, 1, 1, 1, 1]"
T2SNTXCJRLierEuEM,[1],[1]
QL3xpToChZLJtxn8e,"[1, 1, 8, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2]","[1, 1, 1, 1, 4, 1, 1, 1, 3, 1, 1, 1, 1]"
WTjFoNyDKBJ425RWs,[],[]
W37ggpdedrnePLTma,[],[]
sock4Giy5e2AhT2WR,"[4, 1, 1, 1, 1, 1]","[1, 1, 2, 1, 1, 1, 2]"
goJ5ZbLrSxP68vbMY,[],[1]
Yfe4bn8uLSfYqPTce,"[1, 1]","[3, 1]"
Hz7gmeftKaTLMitFp,"[1, 1, 1, 1]","[2, 1, 2, 1, 2, 1]"
yCmMsbbrpBgr8yHAu,"[1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1]"
PZemLFgKrc5uFMSkz,"[2, 2, 1, 5, 1, 1]",[]
89TGiLdXxT9hXzvdd,[3],[1]
M5pZHSwXX2E4p2orN,[],[1]
MavEB3asCoH39XBbr,[],[]
5h2KvdYft4tPAxujg,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[5, 2, 1, 1, 1, 1, 1, 1]"
WXFuwzveoTeA7fHzz,"[2, 1, 1, 1, 3, 1, 3]","[1, 2, 4, 1, 2]"
qN4ysxKaxcTtiuqsQ,[],[1]
26C8iiotePtsn7tGW,[],[]
ZmfxMGpTB29aRQbjq,[],[]
HFGGCmSqroQnAsWTf,"[4, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1]","[5, 1, 7, 4, 1, 3, 3, 1, 1, 2]"
whWAwXuX6GpKEAL8n,[1],[2]
CqEqPCEYFxEpTAmj6,"[1, 1, 2, 1]","[2, 1, 3, 1, 1]"
rhQ3QyHHXqPPcztF4,"[2, 1, 2]","[2, 1, 1, 1, 3]"
BQJ2zi5Jyvn9C7QMz,[],[]
4kmWBRmMwMHCwh3Wa,"[6, 2, 1, 2, 2, 1, 1]","[4, 1, 2, 6, 3, 3, 1, 1, 2]"
RiuX7ZWFDFmaBnmAB,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3, 1]","[2, 2, 1, 1, 1, 1, 2, 1, 3, 1]"
xFWP5Rsrbrh7FeDbT,"[1, 1]","[2, 1, 1, 1, 1, 1, 1, 1]"
hZYgqMGAH7AFoJSdp,"[1, 1, 3, 3, 3, 1, 1, 1]","[11, 9, 4, 1, 1, 1, 1]"
yhBNwww2GiAf7yWmW,"[2, 2, 1, 4, 1, 1, 1, 1, 2]","[1, 1, 1, 1, 1, 2, 1]"
xPkgFG9fxuXZNwPrC,[2],[]
P8tkmx424Wyew4cPy,[],[]
dWbEekBzW4FutyxqN,[],"[1, 1, 1, 1, 1, 1, 1, 1]"
rbqWrvwuQXrzjPvwb,"[1, 1, 1, 2, 1]","[1, 2, 1, 2, 1, 1, 1]"
veENxC5F5ZyijsXdG,[],"[1, 1]"
drrNBHcAWS6Pm7KPw,[1],[1]
An88xyE3KCdhtXNwv,"[3, 1, 1, 3, 1, 1, 1]","[5, 1, 2, 4, 1, 2, 1]"
pSRzQp2BLrrTra42W,"[1, 1, 1, 3, 2, 1, 1, 1, 2, 5, 1]","[2, 6, 4, 1, 2, 1, 1, 6, 2]"
i7pBDGzvg2jZiT2jS,[3],[]
aYeB7cwS8kKC7qrE3,[4],"[1, 5, 1]"
XNMhfyZP4sLJ7rh3E,[],[]
n4ffGQJGoFjHa9cyB,"[1, 1, 2]","[1, 2, 1, 1, 1, 1]"
fLRGxWHSo47C3tH7H,[],"[1, 1]"
SMjf2tTGCBjR4cEKr,[1],[]
7JQYFqDZ2duzRpFWg,[],[]
CrEX2fYqvv5FjHfiK,[],[]
mBg5Ai9twvoEZ7D57,[1],[]
N7fzdwaAoKxm5BEkg,[],[]
cdvYmYLEL48oS5Yqy,[],"[1, 1]"
WmvDgWP9FJYveREzP,"[1, 1, 1, 1, 1]","[1, 1]"
jPSAzGC6XF4FE7dvj,"[1, 1]","[1, 1, 3, 1, 1]"
kpCmCY7oZ65q3KWFi,[2],[]
A4r2RAcqj4tw7hHhJ,"[1, 1, 3, 1, 2]","[1, 1, 1, 2, 1, 1, 1]"
FvYFcmKn4K3tBhXKF,[],[1]
SqPSirD8CALYunuuX,"[2, 1, 1]","[3, 1]"
CoryWBJcg6Tyudbzx,[1],"[1, 1]"
Dh7MfwRweTqiPzyhQ,"[1, 1, 3]","[1, 10, 1, 1, 1]"
rcFbFCsnQxt7fRo3o,[],[1]
XGiNdN3HCBnmnKAKn,[],[]
qeskXhnpHjFxTRAq8,[],[]
uKLSCxfLLtzF4AyJL,"[3, 2, 3, 1, 1]","[2, 1, 1, 1]"
wTwzDjENwHcTfYNo5,[1],"[1, 1]"
yXiYAH4xcLmtD7kT2,"[1, 2, 1, 1, 1]","[3, 1, 1]"
ceM74MEQYRWQJwuKo,[1],"[1, 1]"
GYeBEqtzxvbjZuMCn,[],[1]
REieJnubEw8fNPGFx,[2],[1]
FYZ4rfJezJfGkDQ5b,"[1, 1, 1, 1, 2]",[1]
TyQJunk5DdiCCEYKm,"[7, 5]","[1, 1, 1, 1, 8, 6, 1, 1, 1, 1]"
MtLjekTg47yuKh7ys,[],[1]
wFYHe5oqn8RPERhvr,[],[1]
SJgzJgjHmhHWMJLPt,"[1, 1, 1, 2]","[2, 1, 1]"
5ruaF5khm5GGzJFCd,"[1, 2, 1, 2]","[1, 1]"
bytEygb2fZXK2LHhx,"[2, 1, 4, 1]","[1, 1, 1, 1, 1, 4, 1, 1]"
nCMEg3PipkHvQwJzA,"[1, 1, 1, 1, 1, 1, 1]","[4, 2, 1, 1, 2, 2]"
Qw3TXSrksF5TyGo7h,[],[]
b4WkW7i7AAHwSKQqN,[],[]
APMW8DiNoa2RhNaCC,[],[]
sLZYAMura9NEBpHLu,"[2, 3, 1, 1, 1]","[1, 4, 1, 1, 4, 2, 2, 1]"
4dDywx3httbFPGzhd,"[1, 2, 3, 3]","[1, 5, 1, 4]"
MqaA5Dj9eW5avmWb6,"[1, 1, 3]","[2, 1, 6, 4]"
NJfNjXjiwXkEfmw6F,[],[]
wSBRqZMvmdsDvTDS2,"[1, 2, 1]","[2, 2, 1]"
LEyFrWayvFBvdebYL,"[2, 1, 1]","[1, 1]"
dwx2nBmSK2ApfYbHF,"[6, 2, 2, 1, 1, 1, 4, 1, 3, 3, 1]","[7, 2, 1, 7, 5, 1, 8, 4, 1]"
gywMPhHagXAnDF8Sd,[],[]
htNqeR8iW48kNT7SR,"[1, 1, 1, 1, 2, 1, 1]","[1, 1, 1, 1, 1, 6, 1, 1, 7, 1, 1]"
cH9Wu9P4o4o9DqxrQ,[1],"[1, 1, 1, 1]"
fysFyrDyw4hmRQ64S,[1],[]
yuwLskeGocxdX93Ju,[],[]
PWoYJiBTo5hg6y7XM,[1],"[1, 1, 1, 1]"
MLYQ97NgC2GH9Damm,"[1, 1, 1]","[3, 1, 1, 1, 1]"
5SESSv5XfSkcxgvJ4,[],[]
Ydw2KnzWknoQ55rEL,"[2, 1]","[1, 2, 1, 1]"
wQqDG2bGcWfaLLi4p,[],"[1, 1, 1, 1]"
PFwFf9jLvgNnFJi2e,[],[1]
9LpfyXPB8StPKwYGc,[],[]
ieJsMpEhHRu8EdbRL,"[1, 1, 1]","[2, 1, 1, 1]"
Rb6XyFYXcQ4L3W3pr,"[4, 1, 5, 4, 2, 1, 1]","[6, 5, 5, 2, 1]"
P2xyxWX8Ttd7bJn6D,"[1, 3, 2]",[4]
AEnqk4jM6mRwkWYQd,[1],"[3, 1]"
mcazSt2AQLLdNzqTH,"[1, 2, 2, 2, 1, 1, 3]","[3, 1, 1, 4, 1, 4, 1]"
XqFR2hk4N9hXQu3xG,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2, 1, 1, 1, 1, 1, 1, 1]"
CwEtLwCazr2Xekqpz,[1],[1]
bYA69RrGP2fE8MAfH,"[1, 1, 1, 6]","[1, 4, 2, 1]"
89ST2sRhrLgtiSDfs,"[1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1]","[1, 1, 1, 1, 1, 1]"
6qQdn2tHu9WRXeqC5,"[1, 2, 1, 1, 1, 1]","[2, 1, 6, 4, 2, 1, 1, 1]"
nzxnjcL8s5ZJKmWfW,[],[]
X9csrFGeyaQskDoDD,[],[]
7Xo7LfToah6pJzibP,"[5, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 2, 1]"
W5wBafJjdNYMqdzEE,"[2, 3, 1]",[1]
hi8hcEf3RQenhT9pH,[2],[1]
MBfGKf9LWxqcN8jao,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2, 1]"
pEFeNRQLMEKZ4zSgR,"[2, 2, 2, 1, 1, 1, 1, 11, 7, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
n2JPDj3uRaH3xaqgj,[2],[]
JQmMJbdiYCNtXuwxX,"[1, 2]",[2]
LLdRHzP5pT6Ppk3Lg,[1],"[1, 1]"
kqNw9Hyzpbi8B9PGK,"[1, 2]","[1, 2, 1, 1, 1, 1]"
cj5fafe9bcGt2fP8c,"[1, 1, 2, 1, 3, 1, 1, 1, 1]","[1, 3, 1, 1]"
abJRQjrBKZoS7Pygm,"[1, 1]","[1, 1, 2, 1, 1, 1, 1]"
xqryNtxGYaWxL7GEA,"[1, 1, 1]","[4, 2]"
BdXKPiqEPYZqPTssn,[1],"[1, 1]"
XgxioCZ7JtnZrJ9mY,"[1, 1, 2, 1, 1, 1, 1]","[3, 1, 4, 1, 3, 2, 2]"
pikR8gdGf6YprbEbz,[1],[1]
aNfytvZ42JSQP3r9t,"[1, 3, 1, 7]",[]
TCyFp4mzgAAS9DykG,[],[]
6ZTEkcGnJ5u5u6SP5,[],[1]
xLcaAJ7y7N3hi7dpd,"[4, 1, 3, 1]",[5]
YgFJdvikyrgYZ8hED,"[1, 1]","[5, 1, 2, 1, 1, 1]"
xh7XY9x7BXz4WSAon,"[1, 1, 1, 1, 1, 1]","[2, 2, 5, 3, 1]"
zswsAf3c9v59GjaTd,"[2, 2, 1]","[5, 1, 1]"
hJZ7mB5bg78rY4co9,"[1, 1, 2, 1]","[1, 4, 1, 1]"
xokJi5NwjeMgFQPq9,[],[]
i7xebxmorgf8mNfLZ,[],[]
cXLkMQKBnFEwYktWx,[1],[]
9qc7bk2G3ToRDthqb,"[1, 2, 1, 4, 1, 2, 1, 2, 1, 1, 2, 1]","[2, 7, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]"
oa53cjPKbu9ZKSYTS,"[1, 1]","[5, 3, 1]"
SzWLg3dZqEKGttjEf,[],[]
ftpPfQAoiP8ZmNh4j,[],[]
yjrYSabw24JdaWrtY,[],[1]
pts35cRpZ26rPY3ZD,"[1, 2, 1, 2, 1, 1]","[1, 1, 3, 1, 1]"
KJ3KEkeyhBxRNXsuy,"[1, 1, 3, 1, 1]","[1, 1, 1, 2, 1, 2]"
XgP8ciHMwJixqa32R,[],[]
uQTBQeLaLDwjySS63,[2],"[1, 1, 3, 1]"
4s9uExQ8zkqeB6sg4,[],[]
cdXTt37yoQkMmcg6z,"[3, 1, 1]",[2]
yeaLRYSYNPJT3PDQL,"[1, 2, 1, 1, 1, 1, 1, 1]","[1, 2]"
2WrSQkZ9sR3p4k6sd,[],[]
Z6AQf8mSxMoRBEoMw,[4],[1]
vmqCpKoiz9KCPiQdx,"[1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 1, 1]","[3, 1, 1, 1]"
2GrW9iodXpMYfgAPy,[],[]
riceJuZqByiLjrte3,"[1, 1, 1, 3]","[1, 5, 1, 5, 3, 1, 1]"
ww4dvWMJoahPSzJwY,[],[1]
bPigdcLJS6exP3Tka,[],[1]
3h87qo6RB7WYD7vtq,"[1, 1, 1, 1, 1, 1, 3, 1, 1]","[1, 2, 2, 1, 2, 2, 1, 1]"
93hGZNKWLxDLXaXoN,"[1, 1, 1]","[3, 1, 1, 1, 1]"
A9JsAwbp5wmwGbcki,"[1, 2, 1, 1, 1]","[1, 6, 1, 3, 1, 2]"
knEhcEsKAfd6RJ2SP,"[1, 2]","[2, 1, 1, 1, 1, 1]"
4NtARHy2twDMpTWia,[],[]
RChweKa6bnEz5e7J3,"[3, 1, 1, 1, 2]","[1, 1, 1, 1, 1, 3]"
aHJ2cm2K7G5DqKaz3,[1],[]
oypJ3EJ4roR4H8MGP,[1],[1]
EB35cmvoHydZZYQEp,"[1, 5]",[2]
JywzrmEFknQHDpNxE,[],[1]
qdXXykR5qMJ5xmjSu,"[1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 3, 3, 1, 2, 1]","[1, 1, 1, 1, 1, 4]"
bAkDdfAbZ2GFzMw4g,[2],"[1, 1, 1, 1, 3, 1, 1]"
De2H8QnRECbf9csRC,"[1, 1, 1, 1]","[1, 1, 1, 1, 1, 3, 1, 1, 1]"
5REENM74TufF2gDyc,[],[1]
vtFrY7mv6WKFCgM6r,[],[]
N4xMadvMi4hqW9Ryx,"[1, 1, 2, 1]","[1, 1, 1]"
xvipjHpMLLH9Efqg6,"[2, 2, 1, 1]","[1, 1, 1, 1, 1, 2]"
YvnbpK9ffpYNPqYiE,"[2, 2, 3]","[1, 3, 1, 3]"
6kToNiSCfArgHXxgx,"[3, 4]","[1, 1]"
bPK8aJxwAC9QiGaf9,"[1, 1, 1]","[1, 1, 1, 4, 1, 1]"
cEYEYqiAAgZEYBFhn,"[1, 1, 2, 4, 4, 1]","[2, 1, 3, 1, 1, 13, 5, 1]"
LkdWGgbQznQqc4xNC,"[1, 1]",[]
SgFA49kuyihGTCAkt,[],"[1, 1, 1, 1, 1]"
Qt4uBdZTkSD9vMQ5u,"[1, 4, 6, 1]","[1, 1]"
aq3Xp3KhyXpcvQc5z,"[1, 6]","[1, 10, 1, 1]"
kBYzHGTLJNo5CKKcA,[1],[]
h65FSK8vbfHsxH2YE,"[3, 3, 1, 1, 1, 1]","[5, 1, 7, 1, 1, 3, 1, 1, 3, 1, 3, 1]"
S9qXrdHf7madoLjPj,[1],[]
msKTdDiBSYx9mPZQ6,[2],[]
H6bqHuTfKwN9d5Kx6,"[4, 1, 2, 1, 6, 4, 2, 1, 1, 2, 1, 2, 3, 1, 1, 1]","[1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2]"
eKyX2ruc8HjpDfQeF,[],[]
puscb8XNDs37g4pCX,[],[]
fAPpodk9iwZN4rESD,[],[]
K7trR3MhL9GxsorzE,[],[]
J8jAyh66cymu2FGmB,[1],[]
9NcmN9cnLvkgqT7xw,[],[]
hycmzoDg6mrXXGDpa,[],[]
9PjtbfJzns7nSh9Pg,[1],[]
WCR5D69gK742b7gav,[],[1]
GcE43JRGiZ7W5MwPv,"[2, 1, 1, 1, 1, 1, 1, 1]","[3, 1, 2, 1]"
5Hc7QaNyKaEPBeAHJ,"[1, 1, 2]","[1, 5, 2, 1]"
x5fv5yNfgmQy2wfrL,[],[]
2fF3XFzdr4WutnPxq,[],[]
KkjwkMHsvedHt2brj,"[1, 1]",[]
CXpxRXMi2FMBotgXg,"[10, 2, 1, 5, 1, 1]","[1, 6, 1, 2, 2]"
k6ET3ve5CsHx9GPTB,[],[]
6YSGySQN7jsa7QjQX,[],[]
nFuqeJM6ojZoJvy7h,"[1, 1, 1]","[3, 1, 1]"
N8rdiN5LipSAv2Tmt,[],[]
wrXsxquTfMrT6YBC2,"[2, 2, 1, 1, 1, 1, 1]","[10, 7, 4, 2, 4, 2]"
ucCAfiSWyYXWZqTJj,[],[]
pmoKFW3FqAEWYrHTc,"[3, 1, 1, 1, 2]","[1, 1, 5, 2]"
DQAik9LC2yb978opY,[],[]
aQPM7RWwERPhmXbKr,[2],"[1, 1, 1]"
FhAtRdhGHq7RZXSR8,[],"[1, 1]"
WKQvbYZxSTLyXfGQD,"[1, 1]","[7, 3, 1]"
PnLKvXfEqQM9tLuKL,[],[]
YGKHQJ5gXjzHKJQcX,"[2, 1]",[3]
tp7dA8NRDmDqtrzwk,[],[]
5XwMjfaWMCtRt4MYb,[],[]
HsXCjiKJfnANDsMZ4,[],[]
WfTEWX5fcucAcGn5X,"[1, 1, 1, 1, 1]",[2]
3NhhyiW7PL7DwsvL5,[],"[1, 1]"
sacnyrEEKoFwZwFBy,[3],[]
oKaPXfrowShEDXxue,[2],[]
eAtB9ynP9FzpDH3zq,[],[]
9G6zMGR3dDzuPja9Q,[],[]
Sat6Wx3AEpqfDoNtb,"[1, 2]","[1, 1]"
FZWNXw4AcEww7Ru66,"[1, 1]",[]
tjJ7dKhmP7Jr8Pax7,[],[]
iTtmxpfMsGSfh7vq8,[],[]
Z2Ab8WM69JbfoLkTd,[],[]
3MaWrDKk4uLF9u5X3,[],[]
Cx5puSu5fRTZGCXG5,[],[]
e8hePZ97xKYGK5kDa,[],[]
BBPzjFKgrqzYooKK7,[],[]
BKdsrR5aTqRmfX85N,"[1, 2, 3]","[1, 1, 5, 1]"
6wieucXYBW8c5AX8L,"[2, 1]",[3]
gSrfrhDaKvDmQiFeX,[1],[]
fGYCdpXfdcwnyWWPz,"[2, 2]",[]
pPZkddh9EdDmtKssd,[],[]
L9hdg9ajGZSLKasZq,[],[]
KfjkiqbExRSZ8W77z,[],[]
3jwoetpcMHGsmxJad,[],[1]
jTSbNPZxDApnQknsa,[],[]
4NScAgH6tE2n7BPRw,[1],"[1, 1, 1, 1]"
Qhomhe2owubzHKCEx,[],[]
sdzSDsT2A9TGcvwa8,[],[]
3tTPtc5ha69zN5GuZ,[],[]
A2hQbryfRQb8MmuTH,[1],"[1, 1, 3, 1]"
bDQiyKhSeGSBXDoAQ,[],[]
DtQdoe4oKr4yG9b7t,[],[1]
SLyFacABNuJ9ABYZ2,"[2, 5, 1, 2, 2, 2, 2, 2, 3, 1, 1]","[4, 1, 6, 1, 1, 1]"
ndFvB76HRR88Si3jW,[],[1]
khXW4N3cznF6Xs2Kd,[],[]
43qnSCPc83n93hpMA,[],[]
4JwWBMmfsjQgCWtwn,[1],[2]
yasDECWsht3Z25Xas,[],[]
sF4Lhu8Xg565R6bn8,[],[]
4CJ74m5HjuPn7iaZB,"[2, 1]","[13, 1]"
83w3n7sGcebv4A9ow,"[1, 1]",[]
LovkKQeYYnzcbvP3R,[],[]
ddWd59ZKSZJs8udqE,"[2, 1]",[]
ZigrsuFy5q2psYgGA,[],[]
4so42KLyNCDpRGtZv,[],[]
cAYMm6KzGe3hKPoyS,"[1, 2, 1, 1]","[7, 1, 5, 2, 1]"
xKS5poMzrphztN9Fd,"[1, 2, 1, 1, 3]","[1, 4, 1, 2, 1]"
5xhgbMDCGFBEMFhLG,[],[]
iA4GqsmLZxTWbrarq,[],[]
75QJAA2pwoszBgihh,[],[]
f7zeLYfeKkEvT8o4w,[],[]
ae9MDdfx674x4eFKB,[],[]
CTEQ9kB7XykxrdCdF,"[16, 1, 1, 1]","[1, 1, 1, 1]"
wPwnzXivcN46JeMhJ,[],"[1, 1, 1]"
A4GsTbptoFBbJjssP,[],[]
TYJnitdRCQrHkN8Sf,"[1, 1]",[1]
tZto9bfuYk267fpiR,[],[]
QCwqXnFqds5vX6GXd,[],[]
TGM3rn3rJLcwRYmqv,[],[]
ksFkNh6sYs9oRMfd3,"[1, 1, 1]","[2, 2]"
q6un2EJpb2x78JoyW,[],[]
EYb36o9PLzktzKTit,"[1, 1, 2, 2, 3, 1, 1]","[2, 1, 1, 6, 3, 1, 2, 1]"
iwWcuTu8ro9iqsf8F,[],[1]
G4xcPwnDTgAYQQLma,"[1, 4, 1, 3, 1]","[16, 6, 4, 1, 1, 1, 1, 1]"
pton2semeEFbKDqLG,[],[]
j8FzPf2QD97NJsLDd,[],[]
oxx49YDujb9ZStgfR,"[2, 11, 6, 1, 3, 1, 6, 3, 3, 1, 9, 3, 4, 7, 1, 5]","[1, 1, 10, 8, 2, 7, 4, 1, 3, 1]"
rgJ5CCNEqNTE7MJs8,[],"[1, 1]"
zgF76QaXK2DRhJ7HQ,[],[1]
FBD6yMkyha7FecaCp,[],[]
2HQHJcbv8RaMghtgh,[],[]
LHryqqRXFjfXuxb9Z,[],[]
utdXJHTKW6ouCWjyv,[1],"[1, 2]"
J3jvcmwZ7o59TttG4,"[1, 1, 2, 4, 1]","[6, 3]"
Jurs5dsKgLszqWvzG,"[2, 1]","[1, 2]"
mYqdKRWuApSzLeguJ,[],[]
iv6zKFshh7noPFqHA,"[1, 2, 3, 3, 2, 3, 7]","[1, 3, 4, 1, 1]"
x9qNfHvuRitEFXmfW,[],[]
e9xiwpbkGNwQ36NPT,"[2, 1, 2]",[]
JsRyBtTcAqwoj4RzJ,[1],[]
Bc2GSpvLFscoN63pP,"[1, 3, 6]","[1, 2, 8, 1]"
GsXsfACmXpeADABMG,[],[]
3YYRiugHKLPtuyXsk,[1],[2]
jPD6y98BQTbh5ePNY,[],[]
vnnYhR5cRnA5FR4hv,"[1, 1, 2, 1]","[1, 2, 5, 2]"
TiroY7wCyZegssLtx,"[3, 1, 1, 1, 1, 1, 5, 2, 2]","[6, 2, 4, 2, 1, 6, 4, 1]"
bXj4Jx8fnoQqk5eG2,[],[]
2fF9up7juJpHKEynN,"[1, 1]","[1, 1, 1]"
qArTLabijSo3Zigv3,[],[]
Roe4NzdKtaPxm6siJ,[],[]
AfJehnS2MiFdaiWAy,"[1, 1, 2, 2, 6]","[1, 1, 1, 7]"
R6pHr4JkKpzDdNjBD,[],[]
eTwwvmMyJmDTPiCiW,[],[]
PYXSdrCPMfiv6eddq,"[1, 1, 1]","[6, 2]"
BxWYwa9bYzmSzLgGh,"[1, 2]","[7, 4, 1]"
3oMaLGcFXSFNSqzLF,[],[]
zPRn2HsG2WHKJsXBq,[],[]
bpNK9BCjpYBrjzgD3,[],[]
3DxcQevwMA9wjbLiC,[],[]
eXnZWdAb72fttqMHg,[],[]
NKnNQTjDqW7NJSf6A,[],[1]
ERGLgAEGjgiZHr2dA,[],[1]
snTomXozM45zJmG7S,"[1, 3]","[1, 2]"
ufcxz68k4A43vthur,"[3, 1]",[2]
yfkwttf2G3MPfFBx7,[],"[1, 1]"
oB44dMvZ6NZkBMnAR,"[2, 1, 1, 2]","[7, 1, 1, 1, 6, 2, 1]"
LsveR9uSrDHQQkkeW,[],"[1, 1, 1, 1, 1]"
BXP6cNxxKHZ3MnvWu,"[1, 1, 3, 1, 5]","[2, 4]"
zXSatz5NsE2XZxFii,[],[]
vvb93PqRm6GEwHPWE,"[1, 1, 1, 1, 4, 2, 2, 1, 1]","[8, 4, 2, 7, 1, 9, 6, 2]"
WCxftT2jAcThQt82L,"[1, 1, 4]",[2]
PArkbmdSSb4rCdeqS,[],[]
pcv4xuPDBuQWMmxbs,"[2, 1, 6, 2, 11, 3]",[1]
ciufWnSHEmMDYwDmE,"[10, 2, 2, 1, 2]","[1, 3, 2, 1]"
5YEkRy2buuE4Zm7Ek,[],[]
SHNSYEFkeeCTcM2FD,"[1, 3, 5, 1, 9, 4, 2, 4, 2, 5, 2]","[5, 1, 4, 2, 6]"
CWYNQ9hHsxA2cWciq,[],[]
BeAT69reQZZjQz3XP,[1],"[5, 1, 1, 1]"
ErE2mzkuyDfoQFW7P,[],[]
BTMk52yLwMGrzGkwN,[],[]
oC46WGwxdtuugqF2G,[],"[1, 1, 1]"
pizKx2FhZKyFpfvk9,[],[]
enuSBETTCieHqndFv,"[5, 5]",[]
pTdEcnbXemzotqMWG,[1],"[1, 2]"
n5dPkpNkXLLsfL52D,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 3]","[8, 4, 6, 2, 1, 1]"
4gwveFbfibHcs7c2M,"[1, 2, 1]","[5, 1]"
4Rn79BmPDY6NppzMJ,[],[]
euo2yiwsXAyciWYPb,[],"[1, 1]"
9QJHSzuQDKJWRrqrX,[1],"[1, 1]"
6x9KZYMvuJhsDfFrK,[],[]
o8WEhLwQG5hRud6hL,[],[]
4P8aCModjCiQ7KBgC,[],[]
yuzKqirs96q4yAC2h,[2],[]
TmnF2s8jNSbiio6ot,[1],[]
fPtrC8tyCCMGtKn6G,[],[]
agz273ygbRLtZC9QA,[],[]
ZwEfMgDWQiF2ogFuQ,[11],[1]
6L8Feic5GvKEwTZAg,[],[]
XSCvZagRKuG5HSsmD,[],[]
5AeZ6RPxYxBcxZeH9,"[1, 2]","[4, 1, 1, 1, 1]"
hhcT6PezaNXCpdkT5,[],[]
QYwqBE6deEZZDPi7A,[],[]
78uHLFGaGqFo5KKys,[1],[]
wCuYhRWj49rEvrhz5,"[1, 2, 3]","[1, 1, 5, 1]"
FZKiDkMguKhH7wgrQ,[],[]
gA8TjaXMGhsjS57tB,"[3, 6, 1, 6, 1, 2]","[19, 14, 6, 1, 11, 3, 1]"
mpboKRAFDDD6o596o,"[1, 1, 3]","[1, 1, 1]"
9ETd4ygpHyRn3HDu6,"[4, 5, 1, 1]","[23, 17, 11, 9, 1]"
hkdw3Arwqmb2ZMgQk,[],[]
ey9WPWy5WMiCQxEE7,[10],"[1, 1]"
qGwuN8Jwg75tZpnM2,[],[]
gB6P4ovBiybfedeyc,[],[]
Q6NSYRaNbLkAj5RrA,[],[]
EXJ2XfRLBpAa98Bbn,[4],"[1, 1]"
BTJRC3uyv3LgxTXCA,[],[]
qqtFF8oJrbsEPHyER,[],"[1, 1]"
gCi52WyzX5FCwa3EA,[],[]
